系列,模型,任务,方法,任务类型,状态,执行机器,run_name,accuracy,precision,recall,f1,strict_f1,tolerant_f1,contract_hit,candidate_recall,avg_candidates_per_contract,multi_label_examples,multi_label_hit_accuracy,multi_label_precision,multi_label_recall,multi_label_f1,train_examples,val_examples,test_examples,runtime_minutes,完成时间,本地summary,predictions_file,multi_label_predictions_file,best_checkpoint,来源,补齐阶段说明,数据版本说明,补齐前6组标记,可用于补齐前后对比,本地metrics路径,macro_precision,macro_recall,macro_f1,strict_precision,strict_recall,tolerant_precision,tolerant_recall
DeepSeek-Coder,deepseek-ai/deepseek-coder-1.3b-base,vul_line,qlora,line,completed,A_8.130.211.198,machine_a_deepseekcoder13b_e1__vul_line__qlora,,,,,0.05490337728011559,0.09157320712007408,0.21437422552664187,0.7914485767909362,91.43866171003718,,,,,,10155,1529,807,425.7151019333333,46160.7347637037,A_8.130.211.198\experiments\runs\machine_a_deepseekcoder13b_e1\matrix_summary.json,/root/blockchain-vuln/project/experiments/runs/machine_a_deepseekcoder13b_e1__vul_line__qlora/deepseek-ai_deepseek-coder-1.3b-base/vul_line__finetune/predictions_test.jsonl,,/root/blockchain-vuln/project/experiments/runs/machine_a_deepseekcoder13b_e1__vul_line__qlora/deepseek-ai_deepseek-coder-1.3b-base/vul_line__finetune/checkpoints/checkpoint-22502,matrix_summary,,,,,C:\Users\xudam\SynologyDrive\工作\博士\论文\代码\区块链漏洞检测\results\remote_mirror\A_8.130.211.198\experiments\runs\machine_a_deepseekcoder13b_e1__vul_line__qlora\deepseek-ai_deepseek-coder-1.3b-base\vul_line__finetune\metrics.json,,,,0.062784,0.04878,0.183808,0.060976
DeepSeek-Coder,deepseek-ai/deepseek-coder-6.7b-base,vul_line,direct,line,completed,C_autodl_rtxpro6000x8,autodl_deepseekcoder67b_e1__vul_line__direct,,,,,0.04731804226115225,0.11355684520902154,0.28376703841387857,0.7914485767909362,91.43866171003718,,,,,,,,807,1120.6633456666668,46158.37470030093,C_autodl_rtxpro6000x8\experiments\runs\autodl_deepseekcoder67b_e1\matrix_summary.json,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_deepseekcoder67b_e1__vul_line__direct/_root_autodl-tmp_hf_cache_worker_1_local_modelscope_deepseek-coder-6___7b-base/vul_line__direct/predictions.jsonl,,,matrix_summary,,,,,C:\Users\xudam\SynologyDrive\工作\博士\论文\代码\区块链漏洞检测\results\remote_mirror\C_autodl_rtxpro6000x8\experiments\runs\autodl_deepseekcoder67b_e1__vul_line__direct\vul_line__direct\metrics.json,,,,0.05411,0.042041,0.183808,0.082157
DeepSeek-Coder,deepseek-ai/deepseek-coder-6.7b-base,vul_line,prompt,line,completed,C_autodl_rtxpro6000x8,autodl_deepseekcoder67b_e1__vul_line__prompt,,,,,0.056709409427487804,0.13154331918037795,0.29244114002478316,0.7914485767909362,91.43866171003718,,,,,,,,807,1128.5819943333333,46159.15843784723,C_autodl_rtxpro6000x8\experiments\runs\autodl_deepseekcoder67b_e1\matrix_summary.json,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_deepseekcoder67b_e1__vul_line__prompt/_root_autodl-tmp_hf_cache_worker_1_local_modelscope_deepseek-coder-6___7b-base/vul_line__prompt/predictions.jsonl,,,matrix_summary,,,,,C:\Users\xudam\SynologyDrive\工作\博士\论文\代码\区块链漏洞检测\results\remote_mirror\C_autodl_rtxpro6000x8\experiments\runs\autodl_deepseekcoder67b_e1__vul_line__prompt\vul_line__prompt\metrics.json,,,,0.064849,0.050385,0.197852,0.098524
DeepSeek-Coder,deepseek-ai/deepseek-coder-6.7b-base,vul_line,qlora,line,completed,C_autodl_rtxpro6000x8,autodl_deepseekcoder67b_e1__vul_line__qlora,,,,,0.05562579013906448,0.10205965854049182,0.24907063197026022,0.7914485767909362,91.43866171003718,,,,,,10155,1529,807,669.4198622166666,46159.62331280093,C_autodl_rtxpro6000x8\experiments\runs\autodl_deepseekcoder67b_e1\matrix_summary.json,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_deepseekcoder67b_e1__vul_line__qlora/_root_autodl-tmp_hf_cache_worker_1_local_modelscope_deepseek-coder-6___7b-base/vul_line__finetune/predictions_test.jsonl,,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_deepseekcoder67b_e1__vul_line__qlora/_root_autodl-tmp_hf_cache_worker_1_local_modelscope_deepseek-coder-6___7b-base/vul_line__finetune/checkpoints/checkpoint-22502,matrix_summary,,,,,C:\Users\xudam\SynologyDrive\工作\博士\论文\代码\区块链漏洞检测\results\remote_mirror\C_autodl_rtxpro6000x8\experiments\runs\autodl_deepseekcoder67b_e1__vul_line__qlora\vul_line__finetune\metrics.json,,,,0.06361,0.049422,0.186287,0.070282
CodeGemma,google/codegemma-2b,vul_line,direct,line,completed,C_autodl_rtxpro6000x8,autodl_codegemma_2b_e1_gpu4_retry__vul_line__direct,,,,,0.047679248690626695,0.10236713230263006,0.23915737298636927,0.7914485767909362,91.43866171003718,,,,,,,,807,177.19546445,46159.71560200232,C_autodl_rtxpro6000x8\experiments\runs\autodl_codegemma_2b_e1_gpu4_retry\matrix_summary.json,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_codegemma_2b_e1_gpu4_retry__vul_line__direct/_root_autodl-tmp_hf_cache_worker_4_local_modelscope_codegemma-2b/vul_line__direct/predictions.jsonl,,,matrix_summary,,,,,,,,,,,,
CodeGemma,google/codegemma-2b,vul_line,full,line,completed,C_autodl_rtxpro6000x8,autodl_codegemma_2b_e1_gpu4_retry__vul_line__full,,,,,0.2813798085605924,0.3900122548027657,0.8215613382899628,0.7914485767909362,91.43866171003718,,,,,,10155,1529,807,489.19434706666664,46160.41246854167,C_autodl_rtxpro6000x8\experiments\runs\autodl_codegemma_2b_e1_gpu4_retry\matrix_summary.json,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_codegemma_2b_e1_gpu4_retry__vul_line__full/_root_autodl-tmp_hf_cache_worker_4_local_modelscope_codegemma-2b/vul_line__finetune/predictions_test.jsonl,,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_codegemma_2b_e1_gpu4_retry__vul_line__full/_root_autodl-tmp_hf_cache_worker_4_local_modelscope_codegemma-2b/vul_line__finetune/checkpoints/checkpoint-22502,matrix_summary,,,,,C:\Users\xudam\SynologyDrive\工作\博士\论文\代码\区块链漏洞检测\results\remote_mirror\C_autodl_rtxpro6000x8\experiments\runs\autodl_codegemma_2b_e1_gpu4_retry__vul_line__full\vul_line__finetune\metrics.json,,,,0.321768,0.25,0.498554,0.320282
CodeGemma,google/codegemma-2b,vul_line,prompt,line,completed,C_autodl_rtxpro6000x8,autodl_codegemma_2b_e1_gpu4_retry__vul_line__prompt,,,,,0.04298356510745892,0.10055143891090816,0.26022304832713755,0.7914485767909362,91.43866171003718,,,,,,,,807,514.2932971166667,46160.07275018519,C_autodl_rtxpro6000x8\experiments\runs\autodl_codegemma_2b_e1_gpu4_retry\matrix_summary.json,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_codegemma_2b_e1_gpu4_retry__vul_line__prompt/_root_autodl-tmp_hf_cache_worker_4_local_modelscope_codegemma-2b/vul_line__prompt/predictions.jsonl,,,matrix_summary,,,,,C:\Users\xudam\SynologyDrive\工作\博士\论文\代码\区块链漏洞检测\results\remote_mirror\C_autodl_rtxpro6000x8\experiments\runs\autodl_codegemma_2b_e1_gpu4_retry__vul_line__prompt\vul_line__prompt\metrics.json,,,,0.049153,0.03819,0.160677,0.073171
CodeGemma,google/codegemma-2b,vul_line,qlora,line,completed,C_autodl_rtxpro6000x8,autodl_codegemma_2b_e1_gpu4_retry__vul_line__qlora,,,,,0.27415567997110346,0.39253213966117545,0.8203221809169765,0.7914485767909362,91.43866171003718,,,,,,10155,1529,807,279.1953346,46160.60635425926,C_autodl_rtxpro6000x8\experiments\runs\autodl_codegemma_2b_e1_gpu4_retry\matrix_summary.json,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_codegemma_2b_e1_gpu4_retry__vul_line__qlora/_root_autodl-tmp_hf_cache_worker_4_local_modelscope_codegemma-2b/vul_line__finetune/predictions_test.jsonl,,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_codegemma_2b_e1_gpu4_retry__vul_line__qlora/_root_autodl-tmp_hf_cache_worker_4_local_modelscope_codegemma-2b/vul_line__finetune/checkpoints/checkpoint-22502,matrix_summary,,,,,,,,,,,,
CodeGemma,google/codegemma-7b,vul_line,direct,line,completed,C_autodl_rtxpro6000x8,autodl_codegemma_7b_e1_gpu5_clean__vul_line__direct,,,,,0.055986996568538915,0.11623340985124346,0.2874845105328377,0.7914485767909362,91.43866171003718,,,,,,,,807,295.9994559166667,46161.7837040162,C_autodl_rtxpro6000x8\experiments\runs\autodl_codegemma_7b_e1_gpu5_clean\matrix_summary.json,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_codegemma_7b_e1_gpu5_clean__vul_line__direct/_root_autodl-tmp_hf_cache_worker_5_clean_local_model_google_codegemma-7b/vul_line__direct/predictions.jsonl,,,matrix_summary,,,,,C:\Users\xudam\SynologyDrive\工作\博士\论文\代码\区块链漏洞检测\results\remote_mirror\C_autodl_rtxpro6000x8\experiments\runs\autodl_codegemma_7b_e1_gpu5_clean__vul_line__direct\vul_line__direct\metrics.json,,,,0.064023,0.049743,0.194961,0.082798
CodeGemma,google/codegemma-7b,vul_line,prompt,line,completed,C_autodl_rtxpro6000x8,autodl_codegemma_7b_e1_gpu5_clean__vul_line__prompt,,,,,0.05201372584432003,0.0992515642496979,0.24411400247831475,0.7914485767909362,91.43866171003718,,,,,,,,807,946.3060675833333,46162.44086106482,C_autodl_rtxpro6000x8\experiments\runs\autodl_codegemma_7b_e1_gpu5_clean\matrix_summary.json,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_codegemma_7b_e1_gpu5_clean__vul_line__prompt/_root_autodl-tmp_hf_cache_worker_5_clean_local_model_google_codegemma-7b/vul_line__prompt/predictions.jsonl,,,matrix_summary,,,,,,,,,,,,
CodeGemma,google/codegemma-7b,vul_line,qlora,line,completed,C_autodl_rtxpro6000x8,autodl_codegemma_7b_e1_gpu5_clean__vul_line__qlora,,,,,0.28571428571428575,0.38722478016038736,0.8228004956629492,0.7914485767909362,91.43866171003718,,,,,,10155,1529,807,837.0326130666667,46163.02213377315,C_autodl_rtxpro6000x8\experiments\runs\autodl_codegemma_7b_e1_gpu5_clean\matrix_summary.json,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_codegemma_7b_e1_gpu5_clean__vul_line__qlora/_root_autodl-tmp_hf_cache_worker_5_clean_local_model_google_codegemma-7b/vul_line__finetune/predictions_test.jsonl,,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_codegemma_7b_e1_gpu5_clean__vul_line__qlora/_root_autodl-tmp_hf_cache_worker_5_clean_local_model_google_codegemma-7b/vul_line__finetune/checkpoints/checkpoint-22502,matrix_summary,,,,,C:\Users\xudam\SynologyDrive\工作\博士\论文\代码\区块链漏洞检测\results\remote_mirror\C_autodl_rtxpro6000x8\experiments\runs\autodl_codegemma_7b_e1_gpu5_clean__vul_line__qlora\_root_autodl-tmp_hf_cache_worker_5_clean_local_model_google_codegemma-7b\vul_line__finetune\metrics.json,,,,0.326724,0.253851,0.486576,0.321566
Granite Code,ibm-granite/granite-20b-code-base,vul_line,direct,line,completed,C_autodl_rtxpro6000x8,autodl_granite_20b_code_base_e1__vul_line__direct,,,,,0.05129131298537114,0.0834279948796969,0.2057001239157373,0.7914485767909362,91.43866171003718,,,,,,,,807,2422.9704247166665,46159.75822826389,C_autodl_rtxpro6000x8\experiments\runs\autodl_granite_20b_code_base_e1\matrix_summary.json,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_granite_20b_code_base_e1__vul_line__direct/_root_autodl-tmp_hf_cache_worker_3_local_modelscope_granite-20b-code-base/vul_line__direct/predictions.jsonl,,,matrix_summary,,,,,C:\Users\xudam\SynologyDrive\工作\博士\论文\代码\区块链漏洞检测\results\remote_mirror\C_autodl_rtxpro6000x8\experiments\runs\autodl_granite_20b_code_base_e1__vul_line__direct\vul_line__direct\metrics.json,,,,0.058653,0.045571,0.1772,0.054557
Granite Code,ibm-granite/granite-20b-code-base,vul_line,prompt,line,completed,C_autodl_rtxpro6000x8,autodl_granite_20b_code_base_e1__vul_line__prompt,,,,,0.043344771536933356,0.0947024049977526,0.22304832713754646,0.7914485767909362,91.43866171003718,,,,,,,,807,2431.314549633333,46161.44664119213,C_autodl_rtxpro6000x8\experiments\runs\autodl_granite_20b_code_base_e1\matrix_summary.json,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_granite_20b_code_base_e1__vul_line__prompt/_root_autodl-tmp_hf_cache_worker_3_local_modelscope_granite-20b-code-base/vul_line__prompt/predictions.jsonl,,,matrix_summary,,,,,,,,,,,,
Granite Code,ibm-granite/granite-20b-code-base,vul_line,qlora,line,completed,C_autodl_rtxpro6000x8,autodl_granite_20b_code_base_e1__vul_line__qlora,,,,,0.05237493227379447,0.08360981782123787,0.20693928128872366,0.7914485767909362,91.43866171003718,,,,,,10155,1529,807,1265.7793921,46162.32565469907,C_autodl_rtxpro6000x8\experiments\runs\autodl_granite_20b_code_base_e1\matrix_summary.json,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_granite_20b_code_base_e1__vul_line__qlora/_root_autodl-tmp_hf_cache_worker_3_local_modelscope_granite-20b-code-base/vul_line__finetune/predictions_test.jsonl,,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_granite_20b_code_base_e1__vul_line__qlora/_root_autodl-tmp_hf_cache_worker_3_local_modelscope_granite-20b-code-base/vul_line__finetune/checkpoints/checkpoint-22502,matrix_summary,,,,,C:\Users\xudam\SynologyDrive\工作\博士\论文\代码\区块链漏洞检测\results\remote_mirror\C_autodl_rtxpro6000x8\experiments\runs\autodl_granite_20b_code_base_e1__vul_line__qlora\vul_line__finetune\metrics.json,,,,0.059893,0.046534,0.178852,0.054557
Granite Code,ibm-granite/granite-3b-code-base,vul_line,direct,line,completed,C_autodl_rtxpro6000x8,autodl_granite_3b_code_base_e1__vul_line__direct,,,,,0.05237493227379447,0.08360981782123787,0.20693928128872366,0.7914485767909362,91.43866171003718,,,,,,,,807,973.2085507333334,46160.71893436342,C_autodl_rtxpro6000x8\experiments\runs\autodl_granite_3b_code_base_e1\matrix_summary.json,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_granite_3b_code_base_e1__vul_line__direct/_root_autodl-tmp_hf_cache_worker_1_models--ibm-granite--granite-3b-code-base_snapshots_b67f3dabc0b6d00ae477bd76732c7f3458a2caf3/vul_line__direct/predictions.jsonl,,,matrix_summary,,,,,C:\Users\xudam\SynologyDrive\工作\博士\论文\代码\区块链漏洞检测\results\remote_mirror\C_autodl_rtxpro6000x8\experiments\runs\autodl_granite_3b_code_base_e1__vul_line__direct\vul_line__direct\metrics.json,,,,0.059893,0.046534,0.178852,0.054557
Granite Code,ibm-granite/granite-3b-code-base,vul_line,full,line,completed,C_autodl_rtxpro6000x8,autodl_granite_3b_code_base_e1__vul_line__full,,,,,0.293661,0.3884,,,,,,,,,,,,,46162.03587177084,,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_granite_3b_code_base_e1__vul_line__full/_root_autodl-tmp_hf_cache_worker_1_models--ibm-granite--granite-3b-code-base_snapshots_b67f3dabc0b6d00ae477bd76732c7f3458a2caf3/vul_line__finetune/metrics.json,,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_granite_3b_code_base_e1__vul_line__full/_root_autodl-tmp_hf_cache_worker_1_models--ibm-granite--granite-3b-code-base_snapshots_b67f3dabc0b6d00ae477bd76732c7f3458a2caf3/vul_line__finetune/checkpoints/checkpoint-22502,state.json,,,,,C:\Users\xudam\SynologyDrive\工作\博士\论文\代码\区块链漏洞检测\results\remote_mirror\C_autodl_rtxpro6000x8\experiments\runs\autodl_granite_3b_code_base_e1__vul_line__full\vul_line__finetune\metrics.json,,,,0.335812,0.260911,0.475423,0.328306
Granite Code,ibm-granite/granite-3b-code-base,vul_line,prompt,line,completed,C_autodl_rtxpro6000x8,autodl_granite_3b_code_base_e1__vul_line__prompt,,,,,0.05237493227379447,0.08365487206292371,0.20693928128872366,0.7914485767909362,91.43866171003718,,,,,,,,807,962.36802115,46161.38724555555,C_autodl_rtxpro6000x8\experiments\runs\autodl_granite_3b_code_base_e1\matrix_summary.json,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_granite_3b_code_base_e1__vul_line__prompt/_root_autodl-tmp_hf_cache_worker_1_models--ibm-granite--granite-3b-code-base_snapshots_b67f3dabc0b6d00ae477bd76732c7f3458a2caf3/vul_line__prompt/predictions.jsonl,,,matrix_summary,,,,,C:\Users\xudam\SynologyDrive\工作\博士\论文\代码\区块链漏洞检测\results\remote_mirror\C_autodl_rtxpro6000x8\experiments\runs\autodl_granite_3b_code_base_e1__vul_line__prompt\vul_line__prompt\metrics.json,,,,0.059893,0.046534,0.179265,0.054557
Granite Code,ibm-granite/granite-3b-code-base,vul_line,qlora,line,completed,C_autodl_rtxpro6000x8,autodl_granite_3b_code_base_e1__vul_line__qlora,,,,,0.062489,0.10679,,,,,,,,,,,,,46162.34674663194,,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_granite_3b_code_base_e1__vul_line__qlora/_root_autodl-tmp_hf_cache_worker_1_models--ibm-granite--granite-3b-code-base_snapshots_b67f3dabc0b6d00ae477bd76732c7f3458a2caf3/vul_line__finetune/metrics.json,,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_granite_3b_code_base_e1__vul_line__qlora/_root_autodl-tmp_hf_cache_worker_1_models--ibm-granite--granite-3b-code-base_snapshots_b67f3dabc0b6d00ae477bd76732c7f3458a2caf3/vul_line__finetune/checkpoints/checkpoint-22502,state.json,,,,,C:\Users\xudam\SynologyDrive\工作\博士\论文\代码\区块链漏洞检测\results\remote_mirror\C_autodl_rtxpro6000x8\experiments\runs\autodl_granite_3b_code_base_e1__vul_line__qlora\vul_line__finetune\metrics.json,,,,0.071458,0.05552,0.202396,0.072529
Granite Code,ibm-granite/granite-8b-code-base,vul_line,direct,line,completed,C_autodl_rtxpro6000x8,autodl_granite_8b_code_base_e1__vul_line__direct,,,,,0.05273613870326892,0.08365487206292371,0.2057001239157373,0.7914485767909362,91.43866171003718,,,,,,,,807,765.2968131666668,46158.38693697916,C_autodl_rtxpro6000x8\experiments\runs\autodl_granite_8b_code_base_e1\matrix_summary.json,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_granite_8b_code_base_e1__vul_line__direct/_root_autodl-tmp_hf_cache_worker_2_local_modelscope_granite-8b-code-base/vul_line__direct/predictions.jsonl,,,matrix_summary,,,,,C:\Users\xudam\SynologyDrive\工作\博士\论文\代码\区块链漏洞检测\results\remote_mirror\C_autodl_rtxpro6000x8\experiments\runs\autodl_granite_8b_code_base_e1__vul_line__direct\vul_line__direct\metrics.json,,,,0.060306,0.046855,0.179265,0.054557
Granite Code,ibm-granite/granite-8b-code-base,vul_line,prompt,line,completed,C_autodl_rtxpro6000x8,autodl_granite_8b_code_base_e1__vul_line__prompt,,,,,0.04731804226115225,0.10103127313939514,0.2527881040892193,0.7914485767909362,91.43866171003718,,,,,,,,807,1302.1269703333335,46159.29119186343,C_autodl_rtxpro6000x8\experiments\runs\autodl_granite_8b_code_base_e1\matrix_summary.json,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_granite_8b_code_base_e1__vul_line__prompt/_root_autodl-tmp_hf_cache_worker_2_local_modelscope_granite-8b-code-base/vul_line__prompt/predictions.jsonl,,,matrix_summary,,,,,C:\Users\xudam\SynologyDrive\工作\博士\论文\代码\区块链漏洞检测\results\remote_mirror\C_autodl_rtxpro6000x8\experiments\runs\autodl_granite_8b_code_base_e1__vul_line__prompt\vul_line__prompt\metrics.json,,,,0.05411,0.042041,0.181743,0.069961
Granite Code,ibm-granite/granite-8b-code-base,vul_line,qlora,line,completed,C_autodl_rtxpro6000x8,autodl_granite_8b_code_base_e1__vul_line__qlora,,,,,0.2683763770995124,0.3789860645046821,0.7955390334572491,0.7914485767909362,91.43866171003718,,,,,,10155,1529,807,795.5163649499999,46159.84363385417,C_autodl_rtxpro6000x8\experiments\runs\autodl_granite_8b_code_base_e1\matrix_summary.json,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_granite_8b_code_base_e1__vul_line__qlora/_root_autodl-tmp_hf_cache_worker_2_local_modelscope_granite-8b-code-base/vul_line__finetune/predictions_test.jsonl,,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_granite_8b_code_base_e1__vul_line__qlora/_root_autodl-tmp_hf_cache_worker_2_local_modelscope_granite-8b-code-base/vul_line__finetune/checkpoints/checkpoint-22502,matrix_summary,,,,,C:\Users\xudam\SynologyDrive\工作\博士\论文\代码\区块链漏洞检测\results\remote_mirror\C_autodl_rtxpro6000x8\experiments\runs\autodl_granite_8b_code_base_e1__vul_line__qlora\vul_line__finetune\metrics.json,,,,0.306898,0.238447,0.488228,0.309692
补齐前后对比,microsoft/codebert-base,vul_line,full,vul_line,completed,B_39.105.139.36,machine_b_codebert_base_full_e1__vul_line__full,,0.30442,0.236521,,0.266209,0.381637,0.802974,0.791449,91.438662,,,,,,10155,1529,807,69.81466266666666,46156.33064634259,B_39.105.139.36\experiments\runs\machine_b_codebert_base_full_e1\matrix_summary.json,/root/blockchain-vuln/project/experiments/runs/machine_b_codebert_base_full_e1__vul_line__full/microsoft_codebert-base/vul_line__finetune/predictions_test.jsonl,,/root/blockchain-vuln/project/experiments/runs/machine_b_codebert_base_full_e1__vul_line__full/microsoft_codebert-base/vul_line__finetune/checkpoints/checkpoint-22502,matrix_summary,补齐后,常规实验大体量数据（约24000+24000+12000）,否：这是补齐后侧，不是原始3000条前侧,是：补齐后侧；与同模型/同任务/同方法的补齐前侧配对,C:\Users\xudam\SynologyDrive\工作\博士\论文\代码\区块链漏洞检测\results\remote_mirror\B_39.105.139.36\experiments\runs\machine_b_codebert_base_full_e1__vul_line__full\microsoft_codebert-base\vul_line__finetune\metrics.json,,,,0.30442,0.236521,0.483684,0.315148
补齐前后对比,microsoft/graphcodebert-base,vul_line,full,vul_line,completed,B_39.105.139.36,machine_b_graphcodebert_base_full_e1__vul_line__full,,0.306072,0.237805,,0.267654,0.379238,0.817844,0.791449,91.438662,,,,,,10155,1529,807,69.61547933333333,46156.39682386574,B_39.105.139.36\experiments\runs\machine_b_graphcodebert_base_full_e1\matrix_summary.json,/root/blockchain-vuln/project/experiments/runs/machine_b_graphcodebert_base_full_e1__vul_line__full/microsoft_graphcodebert-base/vul_line__finetune/predictions_test.jsonl,,/root/blockchain-vuln/project/experiments/runs/machine_b_graphcodebert_base_full_e1__vul_line__full/microsoft_graphcodebert-base/vul_line__finetune/checkpoints/checkpoint-22502,matrix_summary,补齐后,常规实验大体量数据（约24000+24000+12000）,否：这是补齐后侧，不是原始3000条前侧,是：补齐后侧；与同模型/同任务/同方法的补齐前侧配对,C:\Users\xudam\SynologyDrive\工作\博士\论文\代码\区块链漏洞检测\results\remote_mirror\B_39.105.139.36\experiments\runs\machine_b_graphcodebert_base_full_e1__vul_line__full\microsoft_graphcodebert-base\vul_line__finetune\metrics.json,,,,0.306072,0.237805,0.482032,0.31258
传统基准,microsoft/unixcoder-base,vul_line,full,line,completed,B_39.105.139.36,machine_b_unixcoder_base_full_e1__vul_line__full,,,,,0.2727108542532057,0.37925381455207646,0.8091697645600991,0.7914485767909362,91.43866171003718,,,,,,10155,1529,807,69.23677983333333,46156.46194650463,B_39.105.139.36\experiments\runs\machine_b_unixcoder_base_full_e1\matrix_summary.json,/root/blockchain-vuln/project/experiments/runs/machine_b_unixcoder_base_full_e1__vul_line__full/microsoft_unixcoder-base/vul_line__finetune/predictions_test.jsonl,,/root/blockchain-vuln/project/experiments/runs/machine_b_unixcoder_base_full_e1__vul_line__full/microsoft_unixcoder-base/vul_line__finetune/checkpoints/checkpoint-22502,matrix_summary,,,,,C:\Users\xudam\SynologyDrive\工作\博士\论文\代码\区块链漏洞检测\results\remote_mirror\B_39.105.139.36\experiments\runs\machine_b_unixcoder_base_full_e1__vul_line__full\microsoft_unixcoder-base\vul_line__finetune\metrics.json,,,,0.311855,0.242298,0.478315,0.314185
Qwen2.5-Coder,Qwen/Qwen2.5-Coder-0.5B-Instruct,vul_line,direct,line,completed,A_8.130.211.198,matrix_balanced721_qwen05_e1__vul_line__direct,,,,,0.04515080368430559,0.10772928440327317,0.26889714993804215,0.7914485767909362,91.43866171003718,,,,,,,,807,85.28575601666667,46155.6446065162,A_8.130.211.198\experiments\runs\matrix_balanced721_qwen05_e1\matrix_summary.json,/root/blockchain-vuln/project/experiments/runs/matrix_balanced721_qwen05_e1__vul_line__direct/Qwen_Qwen2.5-Coder-0.5B-Instruct/vul_line__direct/predictions.jsonl,,,matrix_summary,,,,,C:\Users\xudam\SynologyDrive\工作\博士\论文\代码\区块链漏洞检测\results\remote_mirror\A_8.130.211.198\experiments\runs\matrix_balanced721_qwen05_e1__vul_line__direct\Qwen_Qwen2.5-Coder-0.5B-Instruct\vul_line__direct\metrics.json,,,,0.051632,0.040116,0.180917,0.076701
Qwen2.5-Coder,Qwen/Qwen2.5-Coder-0.5B-Instruct,vul_line,direct,line,completed,A_8.130.211.198,matrix_large_qwen05_inst_vline__vul_line__direct,,,,,0.04534005037783376,0.06549118387909318,0.10810810810810811,,,,,,,,,,111,,,A_8.130.211.198\experiments\runs\matrix_large_qwen05_inst_vline\matrix_summary.json,/root/blockchain-vuln/project/experiments/runs/matrix_large_qwen05_inst_vline__vul_line__direct/Qwen_Qwen2.5-Coder-0.5B-Instruct/vul_line__direct/predictions.jsonl,,,matrix_summary,,,,,C:\Users\xudam\SynologyDrive\工作\博士\论文\代码\区块链漏洞检测\results\remote_mirror\A_8.130.211.198\experiments\runs\matrix_large_qwen05_inst_vline__vul_line__direct\Qwen_Qwen2.5-Coder-0.5B-Instruct\vul_line__direct\metrics.json,,,,0.055215,0.038462,0.079755,0.055556
Qwen2.5-Coder,Qwen/Qwen2.5-Coder-0.5B-Instruct,vul_line,direct,line,completed,A_8.130.211.198,matrix_large_qwen05_inst_vline_clean__vul_line__direct,,,,,0.04556962025316456,0.06582278481012657,0.10909090909090909,,,,,,,,,,110,,,A_8.130.211.198\experiments\runs\matrix_large_qwen05_inst_vline_clean\matrix_summary.json,/root/blockchain-vuln/project/experiments/runs/matrix_large_qwen05_inst_vline_clean__vul_line__direct/Qwen_Qwen2.5-Coder-0.5B-Instruct/vul_line__direct/predictions.jsonl,,,matrix_summary,,,,,C:\Users\xudam\SynologyDrive\工作\博士\论文\代码\区块链漏洞检测\results\remote_mirror\A_8.130.211.198\experiments\runs\matrix_large_qwen05_inst_vline_clean__vul_line__direct\Qwen_Qwen2.5-Coder-0.5B-Instruct\vul_line__direct\metrics.json,,,,0.055215,0.038793,0.079755,0.056034
