系列,模型,任务,方法,状态,执行机器,run_name,accuracy,precision,recall,f1,strict_precision,strict_recall,strict_f1,tolerant_precision,tolerant_recall,tolerant_f1,contract_hit,candidate_recall,avg_candidates_per_contract,multi_label_examples,multi_label_hit_accuracy,multi_label_precision,multi_label_recall,multi_label_f1,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,parseable_ratio,format_failure_rate,empty_output_rate,train_examples,val_examples,test_examples,best_checkpoint,predictions_file,multi_label_predictions_file,本地metrics路径
传统基准,microsoft/codebert-base,has_vul,full,completed,compute_node_b,machine_b_codebert_base_full_e1__has_vul__full,0.8307236563690225,0.8777985074626866,0.7776859504132232,0.8247151621384751,,,,,,,,,,,,,,,,,,,,,,,,17411,4667,2363,artifacts/checkpoints/machine_b_codebert_base_full_e1__has_vul__full/checkpoint-2177,,,传统基准
传统基准,microsoft/codebert-base,vul_line,full,completed,compute_node_b,machine_b_codebert_base_full_e1__vul_line__full,,0.30442,0.236521,,0.30442,0.236521,0.266209,0.483684,0.315148,0.381637,0.802974,0.791449,91.438662,,,,,,,,,,,,,,,10155,1529,807,artifacts/checkpoints/machine_b_codebert_base_full_e1__vul_line__full/checkpoint-22502,artifacts/predictions/machine_b_codebert_base_full_e1__vul_line__full/predictions_test.jsonl,,artifacts/metrics/machine_b_codebert_base_full_e1__vul_line__full/metrics.json
补齐前后对比,microsoft/codebert-base,vul_line,full,completed,compute_node_b,machine_b_codebert_base_full_e1__vul_line__full,,0.30442,0.236521,,0.30442,0.236521,0.266209,0.483684,0.315148,0.381637,0.802974,0.791449,91.438662,,,,,,,,,,,,,,,10155,1529,807,artifacts/checkpoints/machine_b_codebert_base_full_e1__vul_line__full/checkpoint-22502,artifacts/predictions/machine_b_codebert_base_full_e1__vul_line__full/predictions_test.jsonl,,artifacts/metrics/machine_b_codebert_base_full_e1__vul_line__full/metrics.json
传统基准,microsoft/codebert-base,vul_type,full,completed,compute_node_b,machine_b_codebert_base_full_e1__vul_type__full,0.702811,0.702811,0.481431,0.571429,,,,,,,,,,521,0.761996,0.761996,0.27627,0.405516,0.673725,0.351802,0.420301,,,,,,,24992,3829,1992,artifacts/checkpoints/machine_b_codebert_base_full_e1__vul_type__full/checkpoint-3124,artifacts/predictions/machine_b_codebert_base_full_e1__vul_type__full/predictions_test.jsonl,artifacts/predictions/machine_b_codebert_base_full_e1__vul_type__full/predictions_test_multi_label.jsonl,artifacts/metrics/machine_b_codebert_base_full_e1__vul_type__full/metrics.json
补齐前后对比,microsoft/codebert-base,vul_type,full,completed,compute_node_b,machine_b_codebert_base_full_e1__vul_type__full,0.702811,0.702811,0.481431,0.571429,,,,,,,,,,521,0.761996,0.761996,0.27627,0.405516,0.673725,0.351802,0.420301,,,,,,,24992,3829,1992,artifacts/checkpoints/machine_b_codebert_base_full_e1__vul_type__full/checkpoint-3124,artifacts/predictions/machine_b_codebert_base_full_e1__vul_type__full/predictions_test.jsonl,artifacts/predictions/machine_b_codebert_base_full_e1__vul_type__full/predictions_test_multi_label.jsonl,artifacts/metrics/machine_b_codebert_base_full_e1__vul_type__full/metrics.json
传统基准,microsoft/graphcodebert-base,has_vul,full,completed,compute_node_b,machine_b_graphcodebert_base_full_e1__has_vul__full,0.8480744815911976,0.9017941454202077,0.7892561983471075,0.8417805200528867,,,,,,,,,,,,,,,,,,,,,,,,17411,4667,2363,artifacts/checkpoints/machine_b_graphcodebert_base_full_e1__has_vul__full/checkpoint-2177,,,传统基准
传统基准,microsoft/graphcodebert-base,vul_line,full,completed,compute_node_b,machine_b_graphcodebert_base_full_e1__vul_line__full,,0.306072,0.237805,,0.306072,0.237805,0.267654,0.482032,0.31258,0.379238,0.817844,0.791449,91.438662,,,,,,,,,,,,,,,10155,1529,807,artifacts/checkpoints/machine_b_graphcodebert_base_full_e1__vul_line__full/checkpoint-22502,artifacts/predictions/machine_b_graphcodebert_base_full_e1__vul_line__full/predictions_test.jsonl,,artifacts/metrics/machine_b_graphcodebert_base_full_e1__vul_line__full/metrics.json
补齐前后对比,microsoft/graphcodebert-base,vul_line,full,completed,compute_node_b,machine_b_graphcodebert_base_full_e1__vul_line__full,,0.306072,0.237805,,0.306072,0.237805,0.267654,0.482032,0.31258,0.379238,0.817844,0.791449,91.438662,,,,,,,,,,,,,,,10155,1529,807,artifacts/checkpoints/machine_b_graphcodebert_base_full_e1__vul_line__full/checkpoint-22502,artifacts/predictions/machine_b_graphcodebert_base_full_e1__vul_line__full/predictions_test.jsonl,,artifacts/metrics/machine_b_graphcodebert_base_full_e1__vul_line__full/metrics.json
传统基准,microsoft/graphcodebert-base,vul_type,full,completed,compute_node_b,machine_b_graphcodebert_base_full_e1__vul_type__full,0.691767,0.691767,0.473865,0.562449,,,,,,,,,,521,0.708253,0.708253,0.256785,0.376915,0.67023,0.338637,0.408471,,,,,,,24992,3829,1992,artifacts/checkpoints/machine_b_graphcodebert_base_full_e1__vul_type__full/checkpoint-3124,artifacts/predictions/machine_b_graphcodebert_base_full_e1__vul_type__full/predictions_test.jsonl,artifacts/predictions/machine_b_graphcodebert_base_full_e1__vul_type__full/predictions_test_multi_label.jsonl,artifacts/metrics/machine_b_graphcodebert_base_full_e1__vul_type__full/metrics.json
补齐前后对比,microsoft/graphcodebert-base,vul_type,full,completed,compute_node_b,machine_b_graphcodebert_base_full_e1__vul_type__full,0.691767,0.691767,0.473865,0.562449,,,,,,,,,,521,0.708253,0.708253,0.256785,0.376915,0.67023,0.338637,0.408471,,,,,,,24992,3829,1992,artifacts/checkpoints/machine_b_graphcodebert_base_full_e1__vul_type__full/checkpoint-3124,artifacts/predictions/machine_b_graphcodebert_base_full_e1__vul_type__full/predictions_test.jsonl,artifacts/predictions/machine_b_graphcodebert_base_full_e1__vul_type__full/predictions_test_multi_label.jsonl,artifacts/metrics/machine_b_graphcodebert_base_full_e1__vul_type__full/metrics.json
传统基准,microsoft/unixcoder-base,has_vul,full,completed,compute_node_b,machine_b_unixcoder_base_full_e1__has_vul__full,0.8611933982225984,0.8821490467937608,0.8413223140495868,0.8612521150592216,,,,,,,,,,,,,,,,,,,,,,,,17411,4667,2363,artifacts/checkpoints/machine_b_unixcoder_base_full_e1__has_vul__full/checkpoint-2177,,,传统基准
传统基准,microsoft/unixcoder-base,vul_line,full,completed,compute_node_b,machine_b_unixcoder_base_full_e1__vul_line__full,,0.311855,0.242298,,0.311855,0.242298,0.272711,0.478315,0.314185,0.379254,0.80917,0.791449,91.438662,,,,,,,,,,,,,,,10155,1529,807,artifacts/checkpoints/machine_b_unixcoder_base_full_e1__vul_line__full/checkpoint-22502,artifacts/predictions/machine_b_unixcoder_base_full_e1__vul_line__full/predictions_test.jsonl,,artifacts/metrics/machine_b_unixcoder_base_full_e1__vul_line__full/metrics.json
传统基准,microsoft/unixcoder-base,vul_type,full,completed,compute_node_b,machine_b_unixcoder_base_full_e1__vul_type__full,0.717369,0.717369,0.491403,0.583265,,,,,,,,,,521,0.761996,0.761996,0.27627,0.405516,0.685371,0.359651,0.43972,,,,,,,24992,3829,1992,artifacts/checkpoints/machine_b_unixcoder_base_full_e1__vul_type__full/checkpoint-3124,artifacts/predictions/machine_b_unixcoder_base_full_e1__vul_type__full/predictions_test.jsonl,artifacts/predictions/machine_b_unixcoder_base_full_e1__vul_type__full/predictions_test_multi_label.jsonl,artifacts/metrics/machine_b_unixcoder_base_full_e1__vul_type__full/metrics.json
