系列,模型,任务,方法,任务类型,状态,执行机器,run_name,accuracy,precision,recall,f1,strict_f1,tolerant_f1,contract_hit,candidate_recall,avg_candidates_per_contract,multi_label_examples,multi_label_hit_accuracy,multi_label_precision,multi_label_recall,multi_label_f1,train_examples,val_examples,test_examples,runtime_minutes,完成时间,本地summary,predictions_file,multi_label_predictions_file,best_checkpoint,来源,补齐阶段说明,数据版本说明,补齐前6组标记,可用于补齐前后对比,本地metrics路径,parseable_ratio,format_failure_rate,empty_output_rate,备注,本地metrics闭合状态,闭合审计说明,macro_precision,macro_recall,macro_f1,strict_precision,strict_recall,tolerant_precision,tolerant_recall
DeepSeek-Coder,deepseek-ai/deepseek-coder-1.3b-base,vul_line,qlora,line,completed,compute_node_a,machine_a_deepseekcoder13b_e1__vul_line__qlora,,,,,0.05490337728011559,0.09157320712007408,0.21437422552664187,0.7914485767909362,91.43866171003718,,,,,,10155,1529,807,425.7151019333333,46160.7347637037,artifacts/summaries/machine_a_deepseekcoder13b_e1__vul_line__qlora/matrix_summary.json,artifacts/predictions/machine_a_deepseekcoder13b_e1__vul_line__qlora/predictions_test.jsonl,,artifacts/checkpoints/machine_a_deepseekcoder13b_e1__vul_line__qlora/checkpoint-22502,matrix_summary,,,,,artifacts/metrics/machine_a_deepseekcoder13b_e1__vul_line__qlora/metrics.json,,,,,已闭合,artifacts/metrics/machine_a_deepseekcoder13b_e1__vul_line__qlora/metrics.json,,,,0.062784,0.04878,0.183808,0.060976
DeepSeek-Coder,deepseek-ai/deepseek-coder-1.3b-base,vul_type,direct,type,completed,compute_node_a,machine_a_deepseekcoder13b_e1__vul_type__direct,0.2033132530120482,0.2033132530120482,0.13927097661623108,0.16530612244897958,,,,,,521,0.1765834932821497,0.1765834932821497,0.06402226861517049,0.09397344228804902,,,1992,21.824114233333333,46158.7975194213,artifacts/summaries/machine_a_deepseekcoder13b_e1__vul_type__direct/matrix_summary.json,artifacts/predictions/machine_a_deepseekcoder13b_e1__vul_type__direct/predictions.jsonl,artifacts/predictions/machine_a_deepseekcoder13b_e1__vul_type__direct/predictions_multi_label.jsonl,,matrix_summary,,,,,artifacts/metrics/machine_a_deepseekcoder13b_e1__vul_type__direct/metrics.json,,,,,已闭合,artifacts/metrics/machine_a_deepseekcoder13b_e1__vul_type__direct/metrics.json,0.050415,0.124587,0.04261,,,,
DeepSeek-Coder,deepseek-ai/deepseek-coder-1.3b-base,vul_type,full,type,completed,compute_node_a,machine_a_deepseekcoder13b_e1__vul_type__full,0.7429718875502008,0.7429718875502008,0.5089408528198074,0.6040816326530611,,,,,,521,0.7658349328214972,0.7658349328214972,0.2776617954070981,0.40755873340142995,24992,3829,1992,76.03431111666667,46158.86591028935,artifacts/summaries/machine_a_deepseekcoder13b_e1__vul_type__full/matrix_summary.json,artifacts/predictions/machine_a_deepseekcoder13b_e1__vul_type__full/predictions_test.jsonl,artifacts/predictions/machine_a_deepseekcoder13b_e1__vul_type__full/predictions_test_multi_label.jsonl,artifacts/checkpoints/machine_a_deepseekcoder13b_e1__vul_type__full/checkpoint-3124,matrix_summary,,,,,artifacts/metrics/machine_a_deepseekcoder13b_e1__vul_type__full/metrics.json,,,,,已闭合,artifacts/metrics/machine_a_deepseekcoder13b_e1__vul_type__full/metrics.json,0.72015,0.375708,0.458361,,,,
DeepSeek-Coder,deepseek-ai/deepseek-coder-1.3b-base,vul_type,prompt,type,completed,compute_node_a,machine_a_deepseekcoder13b_e1__vul_type__prompt,0.18674698795180722,0.18674698795180722,0.1279229711141678,0.15183673469387754,,,,,,521,0.18042226487523993,0.18042226487523993,0.06541405706332637,0.09601634320735444,,,1992,22.44845985,46158.81310865741,artifacts/summaries/machine_a_deepseekcoder13b_e1__vul_type__prompt/matrix_summary.json,artifacts/predictions/machine_a_deepseekcoder13b_e1__vul_type__prompt/predictions.jsonl,artifacts/predictions/machine_a_deepseekcoder13b_e1__vul_type__prompt/predictions_multi_label.jsonl,,matrix_summary,,,,,artifacts/metrics/machine_a_deepseekcoder13b_e1__vul_type__prompt/metrics.json,,,,,已闭合,artifacts/metrics/machine_a_deepseekcoder13b_e1__vul_type__prompt/metrics.json,0.040209,0.111707,0.047609,,,,
DeepSeek-Coder,deepseek-ai/deepseek-coder-1.3b-base,vul_type,qlora,type,completed,compute_node_a,machine_a_deepseekcoder13b_e1__vul_type__qlora,0.6134538152610441,0.6134538152610441,0.4202200825309491,0.4987755102040816,,,,,,521,0.6506717850287908,0.6506717850287908,0.2359081419624217,0.34627170582226763,24992,3829,1992,56.25922886666667,46158.90497922454,artifacts/summaries/machine_a_deepseekcoder13b_e1__vul_type__qlora/matrix_summary.json,artifacts/predictions/machine_a_deepseekcoder13b_e1__vul_type__qlora/predictions_test.jsonl,artifacts/predictions/machine_a_deepseekcoder13b_e1__vul_type__qlora/predictions_test_multi_label.jsonl,artifacts/checkpoints/machine_a_deepseekcoder13b_e1__vul_type__qlora/checkpoint-3124,matrix_summary,,,,,artifacts/metrics/machine_a_deepseekcoder13b_e1__vul_type__qlora/metrics.json,,,,,已闭合,artifacts/metrics/machine_a_deepseekcoder13b_e1__vul_type__qlora/metrics.json,0.635124,0.268281,0.319251,,,,
DeepSeek-Coder,deepseek-ai/deepseek-coder-33b-base,has_vul,direct,has,completed,compute_node_c,remote_deepseekcoder33b_e1__has_vul__direct,0.4955564959796868,0.618421052631579,0.03884297520661157,0.07309486780715396,,,,,,,,,,,,,2363,137.72233321666667,46159.73311877315,artifacts/summaries/remote_deepseekcoder33b_e1__has_vul__direct/matrix_summary.json,artifacts/predictions/remote_deepseekcoder33b_e1__has_vul__direct/predictions.jsonl,,,matrix_summary,,,,,,,,,,本地镜像缺失,artifacts/metrics/remote_deepseekcoder33b_e1__has_vul__direct/metrics.json,,,,,,,
DeepSeek-Coder,deepseek-ai/deepseek-coder-33b-base,has_vul,prompt,has,completed,compute_node_c,remote_deepseekcoder33b_e1__has_vul__prompt,0.5019043588658485,0.5891891891891892,0.09008264462809917,0.15627240143369175,,,,,,,,,,,,,2363,138.2685435,46159.82913861111,artifacts/summaries/remote_deepseekcoder33b_e1__has_vul__prompt/matrix_summary.json,artifacts/predictions/remote_deepseekcoder33b_e1__has_vul__prompt/predictions.jsonl,,,matrix_summary,,,,,,,,,,已闭合,artifacts/metrics/remote_deepseekcoder33b_e1__has_vul__prompt/metrics.json,,,,,,,
DeepSeek-Coder,deepseek-ai/deepseek-coder-33b-base,has_vul,qlora,has,completed,compute_node_c,remote_deepseekcoder33b_e1__has_vul__qlora,0.4879390605162928,0,0,0,,,,,,,,,,,17411,4667,2363,300.36012955,46160.03772207176,artifacts/summaries/remote_deepseekcoder33b_e1__has_vul__qlora/matrix_summary.json,,,artifacts/checkpoints/remote_deepseekcoder33b_e1__has_vul__qlora/checkpoint-2177,matrix_summary,,,,,,,,,,已闭合,artifacts/metrics/remote_deepseekcoder33b_e1__has_vul__qlora/metrics.json,,,,,,,
DeepSeek-Coder,deepseek-ai/deepseek-coder-33b-base,vul_line,direct,line,running,compute_node_c,remote_deepseekcoder33b_e1__vul_line__direct,,,,,0.054542,0.101462,,,,,,,,,,,,,46163.56997243055,,,,,state.json,,,,,artifacts/metrics/remote_deepseekcoder33b_e1__vul_line__direct/metrics.json,,,,,本地镜像缺失,artifacts/metrics/remote_deepseekcoder33b_e1__vul_line__direct/metrics.json,,,,0.062371,0.04846,0.194135,0.068678
DeepSeek-Coder,deepseek-ai/deepseek-coder-33b-base,vul_line,prompt,line,completed,compute_node_c,remote_deepseekcoder33b_e1_gpu5_vul_line_prompt_split__vul_line__prompt,,,,,0.0541809644211667,0.08813350570347232,0.2156133828996283,0.7914485767909362,91.43866171003718,,,,,,,,,,46163.56633701389,,,,,local_mirror_sync_2026-05-22,,,,,artifacts/metrics/remote_deepseekcoder33b_e1_gpu5_vul_line_prompt_split__vul_line__prompt/metrics.json,,,,,已闭合,artifacts/metrics/remote_deepseekcoder33b_e1_gpu5_vul_line_prompt_split__vul_line__prompt/metrics.json,,,,0.061958,0.048139,0.182569,0.058087
常规实验,deepseek-ai/deepseek-coder-33b-base,vul_line,qlora,vul_line,completed,compute_node_c,remote_deepseekcoder33b_e1_gpu2_vul_line_qlora_split__vul_line__qlora,,0.313094,0.243261,,0.273794,0.391061,0.817844,0.791449,91.438662,,,,,,10155,1529,807,,46163.28216246528,,artifacts/predictions/remote_deepseekcoder33b_e1_gpu2_vul_line_qlora_split__vul_line__qlora/predictions_test.jsonl,,artifacts/checkpoints/remote_deepseekcoder33b_e1_gpu2_vul_line_qlora_split__vul_line__qlora/checkpoint-22502,state.json,,,,,artifacts/metrics/remote_deepseekcoder33b_e1_gpu2_vul_line_qlora_split__vul_line__qlora/metrics.json,,,,,已闭合,artifacts/metrics/remote_deepseekcoder33b_e1_gpu2_vul_line_qlora_split__vul_line__qlora/metrics.json,,,,0.313094,0.243261,0.505989,0.318678
DeepSeek-Coder,deepseek-ai/deepseek-coder-33b-base,vul_type,direct,type,completed,compute_node_c,remote_deepseekcoder33b_e1__vul_type__direct,0.19126506024096385,0.19126506024096385,0.1310178817056396,0.15551020408163266,,,,,,521,0.1785028790786948,0.1785028790786948,0.06471816283924843,0.09499489274770172,,,1992,116.52300471666668,46160.11864086806,artifacts/summaries/remote_deepseekcoder33b_e1__vul_type__direct/matrix_summary.json,artifacts/predictions/remote_deepseekcoder33b_e1__vul_type__direct/predictions.jsonl,artifacts/predictions/remote_deepseekcoder33b_e1__vul_type__direct/predictions_multi_label.jsonl,,matrix_summary,,,,,artifacts/metrics/remote_deepseekcoder33b_e1__vul_type__direct/metrics.json,,,,,已闭合,artifacts/metrics/remote_deepseekcoder33b_e1__vul_type__direct/metrics.json,0.415822,0.115389,0.053465,,,,
DeepSeek-Coder,deepseek-ai/deepseek-coder-33b-base,vul_type,prompt,type,completed,compute_node_c,remote_deepseekcoder33b_e1__vul_type__prompt,0.1852409638554217,0.1852409638554217,0.12689133425034388,0.15061224489795919,,,,,,521,0.1785028790786948,0.1785028790786948,0.06471816283924843,0.09499489274770172,,,1992,117.12631401666665,46160.19997865741,artifacts/summaries/remote_deepseekcoder33b_e1__vul_type__prompt/matrix_summary.json,artifacts/predictions/remote_deepseekcoder33b_e1__vul_type__prompt/predictions.jsonl,artifacts/predictions/remote_deepseekcoder33b_e1__vul_type__prompt/predictions_multi_label.jsonl,,matrix_summary,,,,,artifacts/metrics/remote_deepseekcoder33b_e1__vul_type__prompt/metrics.json,,,,,已闭合,artifacts/metrics/remote_deepseekcoder33b_e1__vul_type__prompt/metrics.json,0.039791,0.110679,0.047549,,,,
DeepSeek-Coder,deepseek-ai/deepseek-coder-33b-base,vul_type,qlora,type,completed,compute_node_c,remote_deepseekcoder33b_e1__vul_type__qlora,0.20381526104417672,0.20381526104417672,0.13961485557083905,0.1657142857142857,,,,,,521,0.1765834932821497,0.1765834932821497,0.06402226861517049,0.09397344228804902,24992,3829,1992,405.1390558333333,46160.48132527777,artifacts/summaries/remote_deepseekcoder33b_e1__vul_type__qlora/matrix_summary.json,artifacts/predictions/remote_deepseekcoder33b_e1__vul_type__qlora/predictions_test.jsonl,artifacts/predictions/remote_deepseekcoder33b_e1__vul_type__qlora/predictions_test_multi_label.jsonl,artifacts/checkpoints/remote_deepseekcoder33b_e1__vul_type__qlora/checkpoint-3124,matrix_summary,,,,,,,,,,本地镜像缺失,artifacts/metrics/remote_deepseekcoder33b_e1__vul_type__qlora/metrics.json,,,,,,,
DeepSeek-Coder,deepseek-ai/deepseek-coder-6.7b-base,has_vul,direct,has,completed,compute_node_c,remote_deepseekcoder67b_e1__has_vul__direct,0.49640287769784175,0.6388888888888888,0.03801652892561983,0.0717628705148206,,,,,,,,,,,,,2363,36.679491033333335,46157.41495012731,artifacts/summaries/remote_deepseekcoder67b_e1__has_vul__direct/matrix_summary.json,artifacts/predictions/remote_deepseekcoder67b_e1__has_vul__direct/predictions.jsonl,,,matrix_summary,,,,,,,,,,已闭合,artifacts/metrics/remote_deepseekcoder67b_e1__has_vul__direct/metrics.json,,,,,,,
DeepSeek-Coder,deepseek-ai/deepseek-coder-6.7b-base,has_vul,prompt,has,completed,compute_node_c,remote_deepseekcoder67b_e1__has_vul__prompt,0.4993652137113838,0.593103448275862,0.07107438016528926,0.12693726937269373,,,,,,,,,,,,,2363,36.933010800000005,46157.44059809028,artifacts/summaries/remote_deepseekcoder67b_e1__has_vul__prompt/matrix_summary.json,artifacts/predictions/remote_deepseekcoder67b_e1__has_vul__prompt/predictions.jsonl,,,matrix_summary,,,,,,,,,,已闭合,artifacts/metrics/remote_deepseekcoder67b_e1__has_vul__prompt/metrics.json,,,,,,,
DeepSeek-Coder,deepseek-ai/deepseek-coder-6.7b-base,has_vul,qlora,has,completed,compute_node_c,remote_deepseekcoder67b_e1__has_vul__qlora,0.8256453660600931,0.838135593220339,0.8173553719008264,0.8276150627615063,,,,,,,,,,,17411,4667,2363,67.72662218333333,46157.48763050926,artifacts/summaries/remote_deepseekcoder67b_e1__has_vul__qlora/matrix_summary.json,,,artifacts/checkpoints/remote_deepseekcoder67b_e1__has_vul__qlora/checkpoint-2177,matrix_summary,,,,,,,,,,已闭合,artifacts/metrics/remote_deepseekcoder67b_e1__has_vul__qlora/metrics.json,,,,,,,
DeepSeek-Coder,deepseek-ai/deepseek-coder-6.7b-base,vul_line,direct,line,completed,compute_node_c,remote_deepseekcoder67b_e1__vul_line__direct,,,,,0.04731804226115225,0.11355684520902154,0.28376703841387857,0.7914485767909362,91.43866171003718,,,,,,,,807,1120.6633456666668,46158.37470030093,artifacts/summaries/remote_deepseekcoder67b_e1__vul_line__direct/matrix_summary.json,artifacts/predictions/remote_deepseekcoder67b_e1__vul_line__direct/predictions.jsonl,,,matrix_summary,,,,,artifacts/metrics/remote_deepseekcoder67b_e1__vul_line__direct/metrics.json,,,,,已闭合,artifacts/metrics/remote_deepseekcoder67b_e1__vul_line__direct/metrics.json,,,,0.05411,0.042041,0.183808,0.082157
DeepSeek-Coder,deepseek-ai/deepseek-coder-6.7b-base,vul_line,prompt,line,completed,compute_node_c,remote_deepseekcoder67b_e1__vul_line__prompt,,,,,0.056709409427487804,0.13154331918037795,0.29244114002478316,0.7914485767909362,91.43866171003718,,,,,,,,807,1128.5819943333333,46159.15843784723,artifacts/summaries/remote_deepseekcoder67b_e1__vul_line__prompt/matrix_summary.json,artifacts/predictions/remote_deepseekcoder67b_e1__vul_line__prompt/predictions.jsonl,,,matrix_summary,,,,,artifacts/metrics/remote_deepseekcoder67b_e1__vul_line__prompt/metrics.json,,,,,已闭合,artifacts/metrics/remote_deepseekcoder67b_e1__vul_line__prompt/metrics.json,,,,0.064849,0.050385,0.197852,0.098524
DeepSeek-Coder,deepseek-ai/deepseek-coder-6.7b-base,vul_line,qlora,line,completed,compute_node_c,remote_deepseekcoder67b_e1__vul_line__qlora,,,,,0.05562579013906448,0.10205965854049182,0.24907063197026022,0.7914485767909362,91.43866171003718,,,,,,10155,1529,807,669.4198622166666,46159.62331280093,artifacts/summaries/remote_deepseekcoder67b_e1__vul_line__qlora/matrix_summary.json,artifacts/predictions/remote_deepseekcoder67b_e1__vul_line__qlora/predictions_test.jsonl,,artifacts/checkpoints/remote_deepseekcoder67b_e1__vul_line__qlora/checkpoint-22502,matrix_summary,,,,,artifacts/metrics/remote_deepseekcoder67b_e1__vul_line__qlora/metrics.json,,,,,已闭合,artifacts/metrics/remote_deepseekcoder67b_e1__vul_line__qlora/metrics.json,,,,0.06361,0.049422,0.186287,0.070282
DeepSeek-Coder,deepseek-ai/deepseek-coder-6.7b-base,vul_type,direct,type,completed,compute_node_c,remote_deepseekcoder67b_e1__vul_type__direct,0.20281124497991967,0.20281124497991967,0.13892709766162312,0.16489795918367348,,,,,,521,0.18042226487523993,0.18042226487523993,0.06541405706332637,0.09601634320735444,,,1992,31.219313016666668,46157.50931061342,artifacts/summaries/remote_deepseekcoder67b_e1__vul_type__direct/matrix_summary.json,artifacts/predictions/remote_deepseekcoder67b_e1__vul_type__direct/predictions.jsonl,artifacts/predictions/remote_deepseekcoder67b_e1__vul_type__direct/predictions_multi_label.jsonl,,matrix_summary,,,,,artifacts/metrics/remote_deepseekcoder67b_e1__vul_type__direct/metrics.json,,,,,已闭合,artifacts/metrics/remote_deepseekcoder67b_e1__vul_type__direct/metrics.json,0.377995,0.124475,0.047422,,,,
DeepSeek-Coder,deepseek-ai/deepseek-coder-6.7b-base,vul_type,prompt,type,completed,compute_node_c,remote_deepseekcoder67b_e1__vul_type__prompt,0.19979919678714858,0.19979919678714858,0.13686382393397525,0.1624489795918367,,,,,,521,0.18234165067178504,0.18234165067178504,0.06610995128740431,0.09703779366700714,,,1992,31.481355366666666,46157.53117270833,artifacts/summaries/remote_deepseekcoder67b_e1__vul_type__prompt/matrix_summary.json,artifacts/predictions/remote_deepseekcoder67b_e1__vul_type__prompt/predictions.jsonl,artifacts/predictions/remote_deepseekcoder67b_e1__vul_type__prompt/predictions_multi_label.jsonl,,matrix_summary,,,,,artifacts/metrics/remote_deepseekcoder67b_e1__vul_type__prompt/metrics.json,,,,,已闭合,artifacts/metrics/remote_deepseekcoder67b_e1__vul_type__prompt/metrics.json,0.041032,0.121072,0.046821,,,,
DeepSeek-Coder,deepseek-ai/deepseek-coder-6.7b-base,vul_type,qlora,type,completed,compute_node_c,remote_deepseekcoder67b_e1__vul_type__qlora,0.6485943775100401,0.6485943775100401,0.4442916093535076,0.5273469387755102,,,,,,521,0.7044145873320538,0.7044145873320538,0.255393180236604,0.37487231869254334,24992,3829,1992,94.01627068333333,46157.59646181713,artifacts/summaries/remote_deepseekcoder67b_e1__vul_type__qlora/matrix_summary.json,artifacts/predictions/remote_deepseekcoder67b_e1__vul_type__qlora/predictions_test.jsonl,artifacts/predictions/remote_deepseekcoder67b_e1__vul_type__qlora/predictions_test_multi_label.jsonl,artifacts/checkpoints/remote_deepseekcoder67b_e1__vul_type__qlora/checkpoint-3124,matrix_summary,,,,,artifacts/metrics/remote_deepseekcoder67b_e1__vul_type__qlora/metrics.json,,,,,已闭合,artifacts/metrics/remote_deepseekcoder67b_e1__vul_type__qlora/metrics.json,0.73942,0.302504,0.368163,,,,
CodeGemma,google/codegemma-2b,has_vul,direct,has,completed,compute_node_a,machine_a_codegemma2b_e1__has_vul__direct,0.5010579771476936,0.6781609195402298,0.048760330578512395,0.09097918272937548,,,,,,,,,,,,,2363,28.712124483333334,46160.75549902778,artifacts/summaries/machine_a_codegemma2b_e1__has_vul__direct/matrix_summary.json,artifacts/predictions/machine_a_codegemma2b_e1__has_vul__direct/predictions.jsonl,,,matrix_summary,,,,,,,,,,已闭合,artifacts/metrics/machine_a_codegemma2b_e1__has_vul__direct/metrics.json,,,,,,,
CodeGemma,google/codegemma-2b,has_vul,direct,has,failed,compute_node_c,remote_codegemma_2b_e1__has_vul__direct,,,,,,,,,,,,,,,,,,,46157.74198869213,,,,,state.json,,,,,,,,,,本地镜像缺失,artifacts/metrics/remote_codegemma_2b_e1__has_vul__direct/metrics.json,,,,,,,
CodeGemma,google/codegemma-2b,has_vul,direct,has,completed,compute_node_c,remote_codegemma_2b_e1_gpu4_retry__has_vul__direct,0.49767245027507406,0.6385542168674698,0.043801652892561986,0.08197989172467131,,,,,,,,,,,,,2363,17.67231878333333,46159.43997966435,artifacts/summaries/remote_codegemma_2b_e1_gpu4_retry__has_vul__direct/matrix_summary.json,artifacts/predictions/remote_codegemma_2b_e1_gpu4_retry__has_vul__direct/predictions.jsonl,,,matrix_summary,,,,,,,,,,已闭合,artifacts/metrics/remote_codegemma_2b_e1_gpu4_retry__has_vul__direct/metrics.json,,,,,,,
CodeGemma,google/codegemma-2b,has_vul,full,has,failed,compute_node_a,machine_a_codegemma2b_e1__has_vul__full,,,,,,,,,,,,,,,,,,,46160.77210181713,,,,,state.json,,,,,,,,,,本地镜像缺失,artifacts/metrics/machine_a_codegemma2b_e1__has_vul__full/metrics.json,,,,,,,
CodeGemma,google/codegemma-2b,has_vul,full,has,completed,compute_node_c,remote_codegemma_2b_e1_gpu4_retry__has_vul__full,0.8552687261955142,0.8780487804878049,0.8330578512396695,0.8549618320610687,,,,,,,,,,,17411,4667,2363,42.54635171666666,46159.48279688657,artifacts/summaries/remote_codegemma_2b_e1_gpu4_retry__has_vul__full/matrix_summary.json,,,artifacts/checkpoints/remote_codegemma_2b_e1_gpu4_retry__has_vul__full/checkpoint-2177,matrix_summary,,,,,,,,,,已闭合,artifacts/metrics/remote_codegemma_2b_e1_gpu4_retry__has_vul__full/metrics.json,,,,,,,
CodeGemma,google/codegemma-2b,has_vul,prompt,has,completed,compute_node_a,machine_a_codegemma2b_e1__has_vul__prompt,0.5264494286923402,0.6654545454545454,0.15123966942148762,0.24646464646464647,,,,,,,,,,,,,2363,23.70449895,46160.77196049769,artifacts/summaries/machine_a_codegemma2b_e1__has_vul__prompt/matrix_summary.json,artifacts/predictions/machine_a_codegemma2b_e1__has_vul__prompt/predictions.jsonl,,,matrix_summary,,,,,,,,,,已闭合,artifacts/metrics/machine_a_codegemma2b_e1__has_vul__prompt/metrics.json,,,,,,,
CodeGemma,google/codegemma-2b,has_vul,prompt,has,completed,compute_node_c,remote_codegemma_2b_e1_gpu4_retry__has_vul__prompt,0.5251798561151079,0.6594202898550725,0.15041322314049588,0.2449528936742934,,,,,,,,,,,,,2363,19.110331916666667,46159.45325076389,artifacts/summaries/remote_codegemma_2b_e1_gpu4_retry__has_vul__prompt/matrix_summary.json,artifacts/predictions/remote_codegemma_2b_e1_gpu4_retry__has_vul__prompt/predictions.jsonl,,,matrix_summary,,,,,,,,,,已闭合,artifacts/metrics/remote_codegemma_2b_e1_gpu4_retry__has_vul__prompt/metrics.json,,,,,,,
CodeGemma,google/codegemma-2b,has_vul,qlora,has,completed,compute_node_c,remote_codegemma_2b_e1_gpu4_retry__has_vul__qlora,0.8032162505289886,0.8138163437236732,0.7983471074380165,0.8060075093867334,,,,,,,,,,,17411,4667,2363,28.1846706,46159.50236961806,artifacts/summaries/remote_codegemma_2b_e1_gpu4_retry__has_vul__qlora/matrix_summary.json,,,artifacts/checkpoints/remote_codegemma_2b_e1_gpu4_retry__has_vul__qlora/checkpoint-2177,matrix_summary,,,,,,,,,,已闭合,artifacts/metrics/remote_codegemma_2b_e1_gpu4_retry__has_vul__qlora/metrics.json,,,,,,,
CodeGemma,google/codegemma-2b,vul_line,direct,line,completed,compute_node_c,remote_codegemma_2b_e1_gpu4_retry__vul_line__direct,,,,,0.047679248690626695,0.10236713230263006,0.23915737298636927,0.7914485767909362,91.43866171003718,,,,,,,,807,177.19546445,46159.71560200232,artifacts/summaries/remote_codegemma_2b_e1_gpu4_retry__vul_line__direct/matrix_summary.json,artifacts/predictions/remote_codegemma_2b_e1_gpu4_retry__vul_line__direct/predictions.jsonl,,,matrix_summary,,,,,,,,,,本地镜像缺失,artifacts/metrics/remote_codegemma_2b_e1_gpu4_retry__vul_line__direct/metrics.json,,,,,,,
CodeGemma,google/codegemma-2b,vul_line,full,line,completed,compute_node_c,remote_codegemma_2b_e1_gpu4_retry__vul_line__full,,,,,0.2813798085605924,0.3900122548027657,0.8215613382899628,0.7914485767909362,91.43866171003718,,,,,,10155,1529,807,489.19434706666664,46160.41246854167,artifacts/summaries/remote_codegemma_2b_e1_gpu4_retry__vul_line__full/matrix_summary.json,artifacts/predictions/remote_codegemma_2b_e1_gpu4_retry__vul_line__full/predictions_test.jsonl,,artifacts/checkpoints/remote_codegemma_2b_e1_gpu4_retry__vul_line__full/checkpoint-22502,matrix_summary,,,,,artifacts/metrics/remote_codegemma_2b_e1_gpu4_retry__vul_line__full/metrics.json,,,,,已闭合,artifacts/metrics/remote_codegemma_2b_e1_gpu4_retry__vul_line__full/metrics.json,,,,0.321768,0.25,0.498554,0.320282
CodeGemma,google/codegemma-2b,vul_line,prompt,line,completed,compute_node_c,remote_codegemma_2b_e1_gpu4_retry__vul_line__prompt,,,,,0.04298356510745892,0.10055143891090816,0.26022304832713755,0.7914485767909362,91.43866171003718,,,,,,,,807,514.2932971166667,46160.07275018519,artifacts/summaries/remote_codegemma_2b_e1_gpu4_retry__vul_line__prompt/matrix_summary.json,artifacts/predictions/remote_codegemma_2b_e1_gpu4_retry__vul_line__prompt/predictions.jsonl,,,matrix_summary,,,,,artifacts/metrics/remote_codegemma_2b_e1_gpu4_retry__vul_line__prompt/metrics.json,,,,,已闭合,artifacts/metrics/remote_codegemma_2b_e1_gpu4_retry__vul_line__prompt/metrics.json,,,,0.049153,0.03819,0.160677,0.073171
CodeGemma,google/codegemma-2b,vul_line,qlora,line,completed,compute_node_c,remote_codegemma_2b_e1_gpu4_retry__vul_line__qlora,,,,,0.27415567997110346,0.39253213966117545,0.8203221809169765,0.7914485767909362,91.43866171003718,,,,,,10155,1529,807,279.1953346,46160.60635425926,artifacts/summaries/remote_codegemma_2b_e1_gpu4_retry__vul_line__qlora/matrix_summary.json,artifacts/predictions/remote_codegemma_2b_e1_gpu4_retry__vul_line__qlora/predictions_test.jsonl,,artifacts/checkpoints/remote_codegemma_2b_e1_gpu4_retry__vul_line__qlora/checkpoint-22502,matrix_summary,,,,,,,,,,本地镜像缺失,artifacts/metrics/remote_codegemma_2b_e1_gpu4_retry__vul_line__qlora/metrics.json,,,,,,,
CodeGemma,google/codegemma-2b,vul_type,direct,type,completed,compute_node_c,remote_codegemma_2b_e1_gpu4_retry__vul_type__direct,0.22238955823293172,0.22238955823293172,0.15233837689133425,0.18081632653061225,,,,,,521,0.18042226487523993,0.18042226487523993,0.06541405706332637,0.09601634320735444,,,1992,15.31422905,46159.51300454861,artifacts/summaries/remote_codegemma_2b_e1_gpu4_retry__vul_type__direct/matrix_summary.json,artifacts/predictions/remote_codegemma_2b_e1_gpu4_retry__vul_type__direct/predictions.jsonl,artifacts/predictions/remote_codegemma_2b_e1_gpu4_retry__vul_type__direct/predictions_multi_label.jsonl,,matrix_summary,,,,,artifacts/metrics/remote_codegemma_2b_e1_gpu4_retry__vul_type__direct/metrics.json,,,,,已闭合,artifacts/metrics/remote_codegemma_2b_e1_gpu4_retry__vul_type__direct/metrics.json,0.514149,0.142794,0.081762,,,,
CodeGemma,google/codegemma-2b,vul_type,full,type,completed,compute_node_c,remote_codegemma_2b_e1_gpu4_retry__vul_type__full,0.748995983935743,0.748995983935743,0.5130674002751031,0.6089795918367347,,,,,,521,0.7735124760076776,0.7735124760076776,0.2804453723034099,0.4116445352400409,24992,3829,1992,58.43087383333333,46159.56475607639,artifacts/summaries/remote_codegemma_2b_e1_gpu4_retry__vul_type__full/matrix_summary.json,artifacts/predictions/remote_codegemma_2b_e1_gpu4_retry__vul_type__full/predictions_test.jsonl,artifacts/predictions/remote_codegemma_2b_e1_gpu4_retry__vul_type__full/predictions_test_multi_label.jsonl,artifacts/checkpoints/remote_codegemma_2b_e1_gpu4_retry__vul_type__full/checkpoint-3124,matrix_summary,,,,,artifacts/metrics/remote_codegemma_2b_e1_gpu4_retry__vul_type__full/metrics.json,,,,,已闭合,artifacts/metrics/remote_codegemma_2b_e1_gpu4_retry__vul_type__full/metrics.json,0.842861,0.368909,0.448424,,,,
