accuracy,avg_candidates_per_contract,best_checkpoint,candidate_recall,contract_hit,empty_output_rate,f1,format_failure_rate,macro_f1,macro_precision,macro_recall,multi_label_examples,multi_label_f1,multi_label_hit_accuracy,multi_label_precision,multi_label_predictions_file,multi_label_recall,parseable_ratio,precision,predictions_file,recall,run_name,runtime_minutes,strict_f1,strict_precision,strict_recall,test_examples,tolerant_f1,tolerant_precision,tolerant_recall,train_examples,val_examples,任务,任务类型,可用于补齐前后对比,备注,完成时间,执行机器,数据版本说明,方法,本地metrics路径,本地metrics闭合状态,本地summary,来源,模型,状态,系列,补齐前6组标记,补齐阶段说明,闭合审计说明
0.19126506024096385,,,,,,0.15551020408163266,,0.053465,0.415822,0.115389,521,0.09499489274770172,0.1785028790786948,0.1785028790786948,artifacts/predictions/remote_deepseekcoder33b_e1__vul_type__direct/predictions_multi_label.jsonl,0.06471816283924843,,0.19126506024096385,artifacts/predictions/remote_deepseekcoder33b_e1__vul_type__direct/predictions.jsonl,0.1310178817056396,remote_deepseekcoder33b_e1__vul_type__direct,116.52300471666668,,,,1992,,,,,,vul_type,type,,,46160.11864086806,compute_node_c,,direct,artifacts/metrics/remote_deepseekcoder33b_e1__vul_type__direct/metrics.json,已闭合,artifacts/summaries/remote_deepseekcoder33b_e1__vul_type__direct/matrix_summary.json,matrix_summary,deepseek-ai/deepseek-coder-33b-base,completed,DeepSeek-Coder,,,artifacts/metrics/remote_deepseekcoder33b_e1__vul_type__direct/metrics.json
0.1852409638554217,,,,,,0.15061224489795919,,0.047549,0.039791,0.110679,521,0.09499489274770172,0.1785028790786948,0.1785028790786948,artifacts/predictions/remote_deepseekcoder33b_e1__vul_type__prompt/predictions_multi_label.jsonl,0.06471816283924843,,0.1852409638554217,artifacts/predictions/remote_deepseekcoder33b_e1__vul_type__prompt/predictions.jsonl,0.12689133425034388,remote_deepseekcoder33b_e1__vul_type__prompt,117.12631401666665,,,,1992,,,,,,vul_type,type,,,46160.19997865741,compute_node_c,,prompt,artifacts/metrics/remote_deepseekcoder33b_e1__vul_type__prompt/metrics.json,已闭合,artifacts/summaries/remote_deepseekcoder33b_e1__vul_type__prompt/matrix_summary.json,matrix_summary,deepseek-ai/deepseek-coder-33b-base,completed,DeepSeek-Coder,,,artifacts/metrics/remote_deepseekcoder33b_e1__vul_type__prompt/metrics.json
0.20381526104417672,,artifacts/checkpoints/remote_deepseekcoder33b_e1__vul_type__qlora/checkpoint-3124,,,,0.1657142857142857,,,,,521,0.09397344228804902,0.1765834932821497,0.1765834932821497,artifacts/predictions/remote_deepseekcoder33b_e1__vul_type__qlora/predictions_test_multi_label.jsonl,0.06402226861517049,,0.20381526104417672,artifacts/predictions/remote_deepseekcoder33b_e1__vul_type__qlora/predictions_test.jsonl,0.13961485557083905,remote_deepseekcoder33b_e1__vul_type__qlora,405.1390558333333,,,,1992,,,,24992,3829,vul_type,type,,,46160.48132527777,compute_node_c,,qlora,,本地镜像缺失,artifacts/summaries/remote_deepseekcoder33b_e1__vul_type__qlora/matrix_summary.json,matrix_summary,deepseek-ai/deepseek-coder-33b-base,completed,DeepSeek-Coder,,,artifacts/metrics/remote_deepseekcoder33b_e1__vul_type__qlora/metrics.json
0.49640287769784175,,,,,,0.0717628705148206,,,,,,,,,,,,0.6388888888888888,artifacts/predictions/remote_deepseekcoder67b_e1__has_vul__direct/predictions.jsonl,0.03801652892561983,remote_deepseekcoder67b_e1__has_vul__direct,36.679491033333335,,,,2363,,,,,,has_vul,has,,,46157.41495012731,compute_node_c,,direct,,已闭合,artifacts/summaries/remote_deepseekcoder67b_e1__has_vul__direct/matrix_summary.json,matrix_summary,deepseek-ai/deepseek-coder-6.7b-base,completed,DeepSeek-Coder,,,artifacts/metrics/remote_deepseekcoder67b_e1__has_vul__direct/metrics.json
0.4993652137113838,,,,,,0.12693726937269373,,,,,,,,,,,,0.593103448275862,artifacts/predictions/remote_deepseekcoder67b_e1__has_vul__prompt/predictions.jsonl,0.07107438016528926,remote_deepseekcoder67b_e1__has_vul__prompt,36.933010800000005,,,,2363,,,,,,has_vul,has,,,46157.44059809028,compute_node_c,,prompt,,已闭合,artifacts/summaries/remote_deepseekcoder67b_e1__has_vul__prompt/matrix_summary.json,matrix_summary,deepseek-ai/deepseek-coder-6.7b-base,completed,DeepSeek-Coder,,,artifacts/metrics/remote_deepseekcoder67b_e1__has_vul__prompt/metrics.json
0.8256453660600931,,artifacts/checkpoints/remote_deepseekcoder67b_e1__has_vul__qlora/checkpoint-2177,,,,0.8276150627615063,,,,,,,,,,,,0.838135593220339,,0.8173553719008264,remote_deepseekcoder67b_e1__has_vul__qlora,67.72662218333333,,,,2363,,,,17411,4667,has_vul,has,,,46157.48763050926,compute_node_c,,qlora,,已闭合,artifacts/summaries/remote_deepseekcoder67b_e1__has_vul__qlora/matrix_summary.json,matrix_summary,deepseek-ai/deepseek-coder-6.7b-base,completed,DeepSeek-Coder,,,artifacts/metrics/remote_deepseekcoder67b_e1__has_vul__qlora/metrics.json
,91.43866171003718,,0.7914485767909362,0.28376703841387857,,,,,,,,,,,,,,,artifacts/predictions/remote_deepseekcoder67b_e1__vul_line__direct/predictions.jsonl,,remote_deepseekcoder67b_e1__vul_line__direct,1120.6633456666668,0.04731804226115225,0.05411,0.042041,807,0.11355684520902154,0.183808,0.082157,,,vul_line,line,,,46158.37470030093,compute_node_c,,direct,artifacts/metrics/remote_deepseekcoder67b_e1__vul_line__direct/metrics.json,已闭合,artifacts/summaries/remote_deepseekcoder67b_e1__vul_line__direct/matrix_summary.json,matrix_summary,deepseek-ai/deepseek-coder-6.7b-base,completed,DeepSeek-Coder,,,artifacts/metrics/remote_deepseekcoder67b_e1__vul_line__direct/metrics.json
,91.43866171003718,,0.7914485767909362,0.29244114002478316,,,,,,,,,,,,,,,artifacts/predictions/remote_deepseekcoder67b_e1__vul_line__prompt/predictions.jsonl,,remote_deepseekcoder67b_e1__vul_line__prompt,1128.5819943333333,0.056709409427487804,0.064849,0.050385,807,0.13154331918037795,0.197852,0.098524,,,vul_line,line,,,46159.15843784723,compute_node_c,,prompt,artifacts/metrics/remote_deepseekcoder67b_e1__vul_line__prompt/metrics.json,已闭合,artifacts/summaries/remote_deepseekcoder67b_e1__vul_line__prompt/matrix_summary.json,matrix_summary,deepseek-ai/deepseek-coder-6.7b-base,completed,DeepSeek-Coder,,,artifacts/metrics/remote_deepseekcoder67b_e1__vul_line__prompt/metrics.json
,91.43866171003718,artifacts/checkpoints/remote_deepseekcoder67b_e1__vul_line__qlora/checkpoint-22502,0.7914485767909362,0.24907063197026022,,,,,,,,,,,,,,,artifacts/predictions/remote_deepseekcoder67b_e1__vul_line__qlora/predictions_test.jsonl,,remote_deepseekcoder67b_e1__vul_line__qlora,669.4198622166666,0.05562579013906448,0.06361,0.049422,807,0.10205965854049182,0.186287,0.070282,10155,1529,vul_line,line,,,46159.62331280093,compute_node_c,,qlora,artifacts/metrics/remote_deepseekcoder67b_e1__vul_line__qlora/metrics.json,已闭合,artifacts/summaries/remote_deepseekcoder67b_e1__vul_line__qlora/matrix_summary.json,matrix_summary,deepseek-ai/deepseek-coder-6.7b-base,completed,DeepSeek-Coder,,,artifacts/metrics/remote_deepseekcoder67b_e1__vul_line__qlora/metrics.json
0.20281124497991967,,,,,,0.16489795918367348,,0.047422,0.377995,0.124475,521,0.09601634320735444,0.18042226487523993,0.18042226487523993,artifacts/predictions/remote_deepseekcoder67b_e1__vul_type__direct/predictions_multi_label.jsonl,0.06541405706332637,,0.20281124497991967,artifacts/predictions/remote_deepseekcoder67b_e1__vul_type__direct/predictions.jsonl,0.13892709766162312,remote_deepseekcoder67b_e1__vul_type__direct,31.219313016666668,,,,1992,,,,,,vul_type,type,,,46157.50931061342,compute_node_c,,direct,artifacts/metrics/remote_deepseekcoder67b_e1__vul_type__direct/metrics.json,已闭合,artifacts/summaries/remote_deepseekcoder67b_e1__vul_type__direct/matrix_summary.json,matrix_summary,deepseek-ai/deepseek-coder-6.7b-base,completed,DeepSeek-Coder,,,artifacts/metrics/remote_deepseekcoder67b_e1__vul_type__direct/metrics.json
0.19979919678714858,,,,,,0.1624489795918367,,0.046821,0.041032,0.121072,521,0.09703779366700714,0.18234165067178504,0.18234165067178504,artifacts/predictions/remote_deepseekcoder67b_e1__vul_type__prompt/predictions_multi_label.jsonl,0.06610995128740431,,0.19979919678714858,artifacts/predictions/remote_deepseekcoder67b_e1__vul_type__prompt/predictions.jsonl,0.13686382393397525,remote_deepseekcoder67b_e1__vul_type__prompt,31.481355366666666,,,,1992,,,,,,vul_type,type,,,46157.53117270833,compute_node_c,,prompt,artifacts/metrics/remote_deepseekcoder67b_e1__vul_type__prompt/metrics.json,已闭合,artifacts/summaries/remote_deepseekcoder67b_e1__vul_type__prompt/matrix_summary.json,matrix_summary,deepseek-ai/deepseek-coder-6.7b-base,completed,DeepSeek-Coder,,,artifacts/metrics/remote_deepseekcoder67b_e1__vul_type__prompt/metrics.json
0.6485943775100401,,artifacts/checkpoints/remote_deepseekcoder67b_e1__vul_type__qlora/checkpoint-3124,,,,0.5273469387755102,,0.368163,0.73942,0.302504,521,0.37487231869254334,0.7044145873320538,0.7044145873320538,artifacts/predictions/remote_deepseekcoder67b_e1__vul_type__qlora/predictions_test_multi_label.jsonl,0.255393180236604,,0.6485943775100401,artifacts/predictions/remote_deepseekcoder67b_e1__vul_type__qlora/predictions_test.jsonl,0.4442916093535076,remote_deepseekcoder67b_e1__vul_type__qlora,94.01627068333333,,,,1992,,,,24992,3829,vul_type,type,,,46157.59646181713,compute_node_c,,qlora,artifacts/metrics/remote_deepseekcoder67b_e1__vul_type__qlora/metrics.json,已闭合,artifacts/summaries/remote_deepseekcoder67b_e1__vul_type__qlora/matrix_summary.json,matrix_summary,deepseek-ai/deepseek-coder-6.7b-base,completed,DeepSeek-Coder,,,artifacts/metrics/remote_deepseekcoder67b_e1__vul_type__qlora/metrics.json
0.5010579771476936,,,,,,0.09097918272937548,,,,,,,,,,,,0.6781609195402298,artifacts/predictions/machine_a_codegemma2b_e1__has_vul__direct/predictions.jsonl,0.048760330578512395,machine_a_codegemma2b_e1__has_vul__direct,28.712124483333334,,,,2363,,,,,,has_vul,has,,,46160.75549902778,compute_node_a,,direct,,已闭合,artifacts/summaries/machine_a_codegemma2b_e1__has_vul__direct/matrix_summary.json,matrix_summary,google/codegemma-2b,completed,CodeGemma,,,artifacts/metrics/machine_a_codegemma2b_e1__has_vul__direct/metrics.json
,,,,,,,,,,,,,,,,,,,,,remote_codegemma_2b_e1__has_vul__direct,,,,,,,,,,,has_vul,has,,,46157.74198869213,compute_node_c,,direct,,本地镜像缺失,,state.json,google/codegemma-2b,failed,CodeGemma,,,artifacts/metrics/remote_codegemma_2b_e1__has_vul__direct/metrics.json
0.49767245027507406,,,,,,0.08197989172467131,,,,,,,,,,,,0.6385542168674698,artifacts/predictions/remote_codegemma_2b_e1_gpu4_retry__has_vul__direct/predictions.jsonl,0.043801652892561986,remote_codegemma_2b_e1_gpu4_retry__has_vul__direct,17.67231878333333,,,,2363,,,,,,has_vul,has,,,46159.43997966435,compute_node_c,,direct,,已闭合,artifacts/summaries/remote_codegemma_2b_e1_gpu4_retry__has_vul__direct/matrix_summary.json,matrix_summary,google/codegemma-2b,completed,CodeGemma,,,artifacts/metrics/remote_codegemma_2b_e1_gpu4_retry__has_vul__direct/metrics.json
,,,,,,,,,,,,,,,,,,,,,machine_a_codegemma2b_e1__has_vul__full,,,,,,,,,,,has_vul,has,,,46160.77210181713,compute_node_a,,full,,本地镜像缺失,,state.json,google/codegemma-2b,failed,CodeGemma,,,artifacts/metrics/machine_a_codegemma2b_e1__has_vul__full/metrics.json
0.8552687261955142,,artifacts/checkpoints/remote_codegemma_2b_e1_gpu4_retry__has_vul__full/checkpoint-2177,,,,0.8549618320610687,,,,,,,,,,,,0.8780487804878049,,0.8330578512396695,remote_codegemma_2b_e1_gpu4_retry__has_vul__full,42.54635171666666,,,,2363,,,,17411,4667,has_vul,has,,,46159.48279688657,compute_node_c,,full,,已闭合,artifacts/summaries/remote_codegemma_2b_e1_gpu4_retry__has_vul__full/matrix_summary.json,matrix_summary,google/codegemma-2b,completed,CodeGemma,,,artifacts/metrics/remote_codegemma_2b_e1_gpu4_retry__has_vul__full/metrics.json
0.5264494286923402,,,,,,0.24646464646464647,,,,,,,,,,,,0.6654545454545454,artifacts/predictions/machine_a_codegemma2b_e1__has_vul__prompt/predictions.jsonl,0.15123966942148762,machine_a_codegemma2b_e1__has_vul__prompt,23.70449895,,,,2363,,,,,,has_vul,has,,,46160.77196049769,compute_node_a,,prompt,,已闭合,artifacts/summaries/machine_a_codegemma2b_e1__has_vul__prompt/matrix_summary.json,matrix_summary,google/codegemma-2b,completed,CodeGemma,,,artifacts/metrics/machine_a_codegemma2b_e1__has_vul__prompt/metrics.json
0.5251798561151079,,,,,,0.2449528936742934,,,,,,,,,,,,0.6594202898550725,artifacts/predictions/remote_codegemma_2b_e1_gpu4_retry__has_vul__prompt/predictions.jsonl,0.15041322314049588,remote_codegemma_2b_e1_gpu4_retry__has_vul__prompt,19.110331916666667,,,,2363,,,,,,has_vul,has,,,46159.45325076389,compute_node_c,,prompt,,已闭合,artifacts/summaries/remote_codegemma_2b_e1_gpu4_retry__has_vul__prompt/matrix_summary.json,matrix_summary,google/codegemma-2b,completed,CodeGemma,,,artifacts/metrics/remote_codegemma_2b_e1_gpu4_retry__has_vul__prompt/metrics.json
0.8032162505289886,,artifacts/checkpoints/remote_codegemma_2b_e1_gpu4_retry__has_vul__qlora/checkpoint-2177,,,,0.8060075093867334,,,,,,,,,,,,0.8138163437236732,,0.7983471074380165,remote_codegemma_2b_e1_gpu4_retry__has_vul__qlora,28.1846706,,,,2363,,,,17411,4667,has_vul,has,,,46159.50236961806,compute_node_c,,qlora,,已闭合,artifacts/summaries/remote_codegemma_2b_e1_gpu4_retry__has_vul__qlora/matrix_summary.json,matrix_summary,google/codegemma-2b,completed,CodeGemma,,,artifacts/metrics/remote_codegemma_2b_e1_gpu4_retry__has_vul__qlora/metrics.json
,91.43866171003718,,0.7914485767909362,0.23915737298636927,,,,,,,,,,,,,,,artifacts/predictions/remote_codegemma_2b_e1_gpu4_retry__vul_line__direct/predictions.jsonl,,remote_codegemma_2b_e1_gpu4_retry__vul_line__direct,177.19546445,0.047679248690626695,,,807,0.10236713230263006,,,,,vul_line,line,,,46159.71560200232,compute_node_c,,direct,,本地镜像缺失,artifacts/summaries/remote_codegemma_2b_e1_gpu4_retry__vul_line__direct/matrix_summary.json,matrix_summary,google/codegemma-2b,completed,CodeGemma,,,artifacts/metrics/remote_codegemma_2b_e1_gpu4_retry__vul_line__direct/metrics.json
,91.43866171003718,artifacts/checkpoints/remote_codegemma_2b_e1_gpu4_retry__vul_line__full/checkpoint-22502,0.7914485767909362,0.8215613382899628,,,,,,,,,,,,,,,artifacts/predictions/remote_codegemma_2b_e1_gpu4_retry__vul_line__full/predictions_test.jsonl,,remote_codegemma_2b_e1_gpu4_retry__vul_line__full,489.19434706666664,0.2813798085605924,0.321768,0.25,807,0.3900122548027657,0.498554,0.320282,10155,1529,vul_line,line,,,46160.41246854167,compute_node_c,,full,artifacts/metrics/remote_codegemma_2b_e1_gpu4_retry__vul_line__full/metrics.json,已闭合,artifacts/summaries/remote_codegemma_2b_e1_gpu4_retry__vul_line__full/matrix_summary.json,matrix_summary,google/codegemma-2b,completed,CodeGemma,,,artifacts/metrics/remote_codegemma_2b_e1_gpu4_retry__vul_line__full/metrics.json
,91.43866171003718,,0.7914485767909362,0.26022304832713755,,,,,,,,,,,,,,,artifacts/predictions/remote_codegemma_2b_e1_gpu4_retry__vul_line__prompt/predictions.jsonl,,remote_codegemma_2b_e1_gpu4_retry__vul_line__prompt,514.2932971166667,0.04298356510745892,0.049153,0.03819,807,0.10055143891090816,0.160677,0.073171,,,vul_line,line,,,46160.07275018519,compute_node_c,,prompt,artifacts/metrics/remote_codegemma_2b_e1_gpu4_retry__vul_line__prompt/metrics.json,已闭合,artifacts/summaries/remote_codegemma_2b_e1_gpu4_retry__vul_line__prompt/matrix_summary.json,matrix_summary,google/codegemma-2b,completed,CodeGemma,,,artifacts/metrics/remote_codegemma_2b_e1_gpu4_retry__vul_line__prompt/metrics.json
,91.43866171003718,artifacts/checkpoints/remote_codegemma_2b_e1_gpu4_retry__vul_line__qlora/checkpoint-22502,0.7914485767909362,0.8203221809169765,,,,,,,,,,,,,,,artifacts/predictions/remote_codegemma_2b_e1_gpu4_retry__vul_line__qlora/predictions_test.jsonl,,remote_codegemma_2b_e1_gpu4_retry__vul_line__qlora,279.1953346,0.27415567997110346,,,807,0.39253213966117545,,,10155,1529,vul_line,line,,,46160.60635425926,compute_node_c,,qlora,,本地镜像缺失,artifacts/summaries/remote_codegemma_2b_e1_gpu4_retry__vul_line__qlora/matrix_summary.json,matrix_summary,google/codegemma-2b,completed,CodeGemma,,,artifacts/metrics/remote_codegemma_2b_e1_gpu4_retry__vul_line__qlora/metrics.json
0.22238955823293172,,,,,,0.18081632653061225,,0.081762,0.514149,0.142794,521,0.09601634320735444,0.18042226487523993,0.18042226487523993,artifacts/predictions/remote_codegemma_2b_e1_gpu4_retry__vul_type__direct/predictions_multi_label.jsonl,0.06541405706332637,,0.22238955823293172,artifacts/predictions/remote_codegemma_2b_e1_gpu4_retry__vul_type__direct/predictions.jsonl,0.15233837689133425,remote_codegemma_2b_e1_gpu4_retry__vul_type__direct,15.31422905,,,,1992,,,,,,vul_type,type,,,46159.51300454861,compute_node_c,,direct,artifacts/metrics/remote_codegemma_2b_e1_gpu4_retry__vul_type__direct/metrics.json,已闭合,artifacts/summaries/remote_codegemma_2b_e1_gpu4_retry__vul_type__direct/matrix_summary.json,matrix_summary,google/codegemma-2b,completed,CodeGemma,,,artifacts/metrics/remote_codegemma_2b_e1_gpu4_retry__vul_type__direct/metrics.json
0.748995983935743,,artifacts/checkpoints/remote_codegemma_2b_e1_gpu4_retry__vul_type__full/checkpoint-3124,,,,0.6089795918367347,,0.448424,0.842861,0.368909,521,0.4116445352400409,0.7735124760076776,0.7735124760076776,artifacts/predictions/remote_codegemma_2b_e1_gpu4_retry__vul_type__full/predictions_test_multi_label.jsonl,0.2804453723034099,,0.748995983935743,artifacts/predictions/remote_codegemma_2b_e1_gpu4_retry__vul_type__full/predictions_test.jsonl,0.5130674002751031,remote_codegemma_2b_e1_gpu4_retry__vul_type__full,58.43087383333333,,,,1992,,,,24992,3829,vul_type,type,,,46159.56475607639,compute_node_c,,full,artifacts/metrics/remote_codegemma_2b_e1_gpu4_retry__vul_type__full/metrics.json,已闭合,artifacts/summaries/remote_codegemma_2b_e1_gpu4_retry__vul_type__full/matrix_summary.json,matrix_summary,google/codegemma-2b,completed,CodeGemma,,,artifacts/metrics/remote_codegemma_2b_e1_gpu4_retry__vul_type__full/metrics.json
0.18724899598393574,,,,,,0.15224489795918367,,0.048093,0.041392,0.111806,521,0.09805924412665984,0.18426103646833014,0.18426103646833014,artifacts/predictions/remote_codegemma_2b_e1_gpu4_retry__vul_type__prompt/predictions_multi_label.jsonl,0.06680584551148225,,0.18724899598393574,artifacts/predictions/remote_codegemma_2b_e1_gpu4_retry__vul_type__prompt/predictions.jsonl,0.12826685006877578,remote_codegemma_2b_e1_gpu4_retry__vul_type__prompt,16.091175816666667,,,,1992,,,,,,vul_type,type,,,46159.52417902778,compute_node_c,,prompt,artifacts/metrics/remote_codegemma_2b_e1_gpu4_retry__vul_type__prompt/metrics.json,已闭合,artifacts/summaries/remote_codegemma_2b_e1_gpu4_retry__vul_type__prompt/matrix_summary.json,matrix_summary,google/codegemma-2b,completed,CodeGemma,,,artifacts/metrics/remote_codegemma_2b_e1_gpu4_retry__vul_type__prompt/metrics.json
0.6767068273092369,,artifacts/checkpoints/remote_codegemma_2b_e1_gpu4_retry__vul_type__qlora/checkpoint-3124,,,,0.550204081632653,,0.4255,0.762752,0.341303,521,0.397344228804903,0.746641074856046,0.746641074856046,artifacts/predictions/remote_codegemma_2b_e1_gpu4_retry__vul_type__qlora/predictions_test_multi_label.jsonl,0.2707028531663187,,0.6767068273092369,artifacts/predictions/remote_codegemma_2b_e1_gpu4_retry__vul_type__qlora/predictions_test.jsonl,0.46354883081155435,remote_codegemma_2b_e1_gpu4_retry__vul_type__qlora,40.02253416666667,,,,1992,,,,24992,3829,vul_type,type,,,46159.59254954861,compute_node_c,,qlora,artifacts/metrics/remote_codegemma_2b_e1_gpu4_retry__vul_type__qlora/metrics.json,已闭合,artifacts/summaries/remote_codegemma_2b_e1_gpu4_retry__vul_type__qlora/matrix_summary.json,matrix_summary,google/codegemma-2b,completed,CodeGemma,,,artifacts/metrics/remote_codegemma_2b_e1_gpu4_retry__vul_type__qlora/metrics.json
,,,,,,,,,,,,,,,,,,,,,remote_codegemma_7b_e1__has_vul__direct,,,,,,,,,,,has_vul,has,,,46158.29358121528,compute_node_c,,direct,,本地镜像缺失,,state.json,google/codegemma-7b,failed,CodeGemma,,,artifacts/metrics/remote_codegemma_7b_e1__has_vul__direct/metrics.json
0.5226407109606432,,,,,,0.17302052785923755,,,,,,,,,,,,0.7662337662337663,artifacts/predictions/remote_codegemma_7b_e1_gpu5_clean__has_vul__direct/predictions.jsonl,0.09752066115702479,remote_codegemma_7b_e1_gpu5_clean__has_vul__direct,39.80864275,,,,2363,,,,,,has_vul,has,,,46161.36247413194,compute_node_c,,direct,,已闭合,artifacts/summaries/remote_codegemma_7b_e1_gpu5_clean__has_vul__direct/matrix_summary.json,matrix_summary,google/codegemma-7b,completed,CodeGemma,,,artifacts/metrics/remote_codegemma_7b_e1_gpu5_clean__has_vul__direct/metrics.json
0.5044435040203131,,,,,,0.12284644194756554,,,,,,,,,,,,0.656,artifacts/predictions/remote_codegemma_7b_e1_gpu5_clean__has_vul__prompt/predictions.jsonl,0.06776859504132231,remote_codegemma_7b_e1_gpu5_clean__has_vul__prompt,43.09146178333333,,,,2363,,,,,,has_vul,has,,,46161.3923987963,compute_node_c,,prompt,,已闭合,artifacts/summaries/remote_codegemma_7b_e1_gpu5_clean__has_vul__prompt/matrix_summary.json,matrix_summary,google/codegemma-7b,completed,CodeGemma,,,artifacts/metrics/remote_codegemma_7b_e1_gpu5_clean__has_vul__prompt/metrics.json
0.7723233178163351,,artifacts/checkpoints/remote_codegemma_7b_e1_gpu5_clean__has_vul__qlora/checkpoint-2177,,,,0.7747068676716918,,,,,,,,,,,,0.7852292020373515,,0.7644628099173554,remote_codegemma_7b_e1_gpu5_clean__has_vul__qlora,82.44331658333334,,,,2363,,,,17411,4667,has_vul,has,,,46161.44965113426,compute_node_c,,qlora,,本地镜像缺失,artifacts/summaries/remote_codegemma_7b_e1_gpu5_clean__has_vul__qlora/matrix_summary.json,matrix_summary,google/codegemma-7b,completed,CodeGemma,,,artifacts/metrics/remote_codegemma_7b_e1_gpu5_clean__has_vul__qlora/metrics.json
,91.43866171003718,,0.7914485767909362,0.2874845105328377,,,,,,,,,,,,,,,artifacts/predictions/remote_codegemma_7b_e1_gpu5_clean__vul_line__direct/predictions.jsonl,,remote_codegemma_7b_e1_gpu5_clean__vul_line__direct,295.9994559166667,0.055986996568538915,0.064023,0.049743,807,0.11623340985124346,0.194961,0.082798,,,vul_line,line,,,46161.7837040162,compute_node_c,,direct,artifacts/metrics/remote_codegemma_7b_e1_gpu5_clean__vul_line__direct/metrics.json,已闭合,artifacts/summaries/remote_codegemma_7b_e1_gpu5_clean__vul_line__direct/matrix_summary.json,matrix_summary,google/codegemma-7b,completed,CodeGemma,,,artifacts/metrics/remote_codegemma_7b_e1_gpu5_clean__vul_line__direct/metrics.json
,91.43866171003718,,0.7914485767909362,0.24411400247831475,,,,,,,,,,,,,,,artifacts/predictions/remote_codegemma_7b_e1_gpu5_clean__vul_line__prompt/predictions.jsonl,,remote_codegemma_7b_e1_gpu5_clean__vul_line__prompt,946.3060675833333,0.05201372584432003,,,807,0.0992515642496979,,,,,vul_line,line,,,46162.44086106482,compute_node_c,,prompt,,本地镜像缺失,artifacts/summaries/remote_codegemma_7b_e1_gpu5_clean__vul_line__prompt/matrix_summary.json,matrix_summary,google/codegemma-7b,completed,CodeGemma,,,artifacts/metrics/remote_codegemma_7b_e1_gpu5_clean__vul_line__prompt/metrics.json
,91.43866171003718,artifacts/checkpoints/remote_codegemma_7b_e1_gpu5_clean__vul_line__qlora/checkpoint-22502,0.7914485767909362,0.8228004956629492,,,,,,,,,,,,,,,artifacts/predictions/remote_codegemma_7b_e1_gpu5_clean__vul_line__qlora/predictions_test.jsonl,,remote_codegemma_7b_e1_gpu5_clean__vul_line__qlora,837.0326130666667,0.28571428571428575,0.326724,0.253851,807,0.38722478016038736,0.486576,0.321566,10155,1529,vul_line,line,,,46163.02213377315,compute_node_c,,qlora,artifacts/metrics/remote_codegemma_7b_e1_gpu5_clean__vul_line__qlora/metrics.json,已闭合,artifacts/summaries/remote_codegemma_7b_e1_gpu5_clean__vul_line__qlora/matrix_summary.json,matrix_summary,google/codegemma-7b,completed,CodeGemma,,,artifacts/metrics/remote_codegemma_7b_e1_gpu5_clean__vul_line__qlora/metrics.json
0.232429718875502,,,,,,0.1889795918367347,,,,,521,0.10010214504596528,0.18809980806142035,0.18809980806142035,artifacts/predictions/remote_codegemma_7b_e1_gpu5_clean__vul_type__direct/predictions_multi_label.jsonl,0.06819763395963814,,0.232429718875502,artifacts/predictions/remote_codegemma_7b_e1_gpu5_clean__vul_type__direct/predictions.jsonl,0.1592159559834938,remote_codegemma_7b_e1_gpu5_clean__vul_type__direct,34.02500825,,,,1992,,,,,,vul_type,type,,,46161.47327966435,compute_node_c,,direct,,本地镜像缺失,artifacts/summaries/remote_codegemma_7b_e1_gpu5_clean__vul_type__direct/matrix_summary.json,matrix_summary,google/codegemma-7b,completed,CodeGemma,,,artifacts/metrics/remote_codegemma_7b_e1_gpu5_clean__vul_type__direct/metrics.json
0.19377510040160642,,,,,,0.15755102040816327,,,,,521,0.09805924412665984,0.18426103646833014,0.18426103646833014,artifacts/predictions/remote_codegemma_7b_e1_gpu5_clean__vul_type__prompt/predictions_multi_label.jsonl,0.06680584551148225,,0.19377510040160642,artifacts/predictions/remote_codegemma_7b_e1_gpu5_clean__vul_type__prompt/predictions.jsonl,0.1327372764786795,remote_codegemma_7b_e1_gpu5_clean__vul_type__prompt,36.246120166666664,,,,1992,,,,,,vul_type,type,,,46161.49845061343,compute_node_c,,prompt,,本地镜像缺失,artifacts/summaries/remote_codegemma_7b_e1_gpu5_clean__vul_type__prompt/matrix_summary.json,matrix_summary,google/codegemma-7b,completed,CodeGemma,,,artifacts/metrics/remote_codegemma_7b_e1_gpu5_clean__vul_type__prompt/metrics.json
0.6792168674698795,,artifacts/checkpoints/remote_codegemma_7b_e1_gpu5_clean__vul_type__qlora/checkpoint-3124,,,,0.5522448979591836,,0.417165,0.67677,0.340341,521,0.3932584269662921,0.7389635316698656,0.7389635316698656,artifacts/predictions/remote_codegemma_7b_e1_gpu5_clean__vul_type__qlora/predictions_test_multi_label.jsonl,0.26791927627000695,,0.6792168674698795,artifacts/predictions/remote_codegemma_7b_e1_gpu5_clean__vul_type__qlora/predictions_test.jsonl,0.46526822558459424,remote_codegemma_7b_e1_gpu5_clean__vul_type__qlora,114.76530625000001,,,,1992,,,,24992,3829,vul_type,type,,,46161.57814878472,compute_node_c,,qlora,artifacts/metrics/remote_codegemma_7b_e1_gpu5_clean__vul_type__qlora/metrics.json,已闭合,artifacts/summaries/remote_codegemma_7b_e1_gpu5_clean__vul_type__qlora/matrix_summary.json,matrix_summary,google/codegemma-7b,completed,CodeGemma,,,artifacts/metrics/remote_codegemma_7b_e1_gpu5_clean__vul_type__qlora/metrics.json
