accuracy,avg_candidates_per_contract,best_checkpoint,candidate_recall,contract_hit,empty_output_rate,f1,format_failure_rate,macro_f1,macro_precision,macro_recall,multi_label_examples,multi_label_f1,multi_label_hit_accuracy,multi_label_precision,multi_label_predictions_file,multi_label_recall,parseable_ratio,precision,predictions_file,recall,run_name,strict_f1,strict_precision,strict_recall,test_examples,tolerant_f1,tolerant_precision,tolerant_recall,train_examples,val_examples,weighted_f1,weighted_precision,weighted_recall,任务,执行机器,方法,本地metrics路径,模型,系列,结果状态,计划标记,说明
0.20481927710843373,,,,,,0.16653061224489796,,,,,521,0.09703779366700714,0.18234165067178504,0.18234165067178504,artifacts/predictions/remote_codellama_7b_e1_gpu4_retry__vul_type__direct/predictions_multi_label.jsonl,0.06610995128740431,,0.20481927710843373,artifacts/predictions/remote_codellama_7b_e1_gpu4_retry__vul_type__direct/predictions.jsonl,0.14030261348005502,remote_codellama_7b_e1_gpu4_retry__vul_type__direct,,,,1992,,,,,,,,,vul_type,compute_node_c,direct,,codellama/CodeLlama-7b-hf,CodeLlama,有结果,已完成,artifacts/metrics/remote_codellama_7b_e1_gpu4_retry__vul_type__direct/metrics.json
0.18724899598393574,,,,,,0.15224489795918367,,,,,521,0.09805924412665984,0.18426103646833014,0.18426103646833014,artifacts/predictions/remote_codellama_7b_e1_gpu4_retry__vul_type__prompt/predictions_multi_label.jsonl,0.06680584551148225,,0.18724899598393574,artifacts/predictions/remote_codellama_7b_e1_gpu4_retry__vul_type__prompt/predictions.jsonl,0.12826685006877578,remote_codellama_7b_e1_gpu4_retry__vul_type__prompt,,,,1992,,,,,,,,,vul_type,compute_node_c,prompt,,codellama/CodeLlama-7b-hf,CodeLlama,有结果,已完成,artifacts/metrics/remote_codellama_7b_e1_gpu4_retry__vul_type__prompt/metrics.json
0.644578,,artifacts/checkpoints/remote_codellama_7b_e1_gpu4_retry__vul_type__qlora/checkpoint-3124,,,,0.524082,,0.39529,0.692472,0.320381,521,0.376915,0.708253,0.708253,artifacts/predictions/remote_codellama_7b_e1_gpu4_retry__vul_type__qlora/predictions_test_multi_label.jsonl,0.256785,,0.644578,artifacts/predictions/remote_codellama_7b_e1_gpu4_retry__vul_type__qlora/predictions_test.jsonl,0.441541,remote_codellama_7b_e1_gpu4_retry__vul_type__qlora,,,,1992,,,,24992,3829,,,,vul_type,compute_node_c,qlora,artifacts/metrics/remote_codellama_7b_e1_gpu4_retry__vul_type__qlora/metrics.json,codellama/CodeLlama-7b-hf,CodeLlama,有结果,已完成,artifacts/metrics/remote_codellama_7b_e1_gpu4_retry__vul_type__qlora/metrics.json
0.49386373254337707,,,,,,0.09393939393939393,,,,,,,,,,,,0.5636363636363636,artifacts/predictions/machine_a_deepseekcoder13b_e1__has_vul__direct/predictions.jsonl,0.0512396694214876,machine_a_deepseekcoder13b_e1__has_vul__direct,,,,2363,,,,,,,,,has_vul,compute_node_a,direct,DeepSeek-Coder,deepseek-ai/deepseek-coder-1.3b-base,DeepSeek-Coder,有结果,已完成,artifacts/metrics/machine_a_deepseekcoder13b_e1__has_vul__direct/metrics.json
0.8654253068133728,,artifacts/checkpoints/machine_a_deepseekcoder13b_e1__has_vul__full/checkpoint-2177,,,,0.864910790144435,,,,,,,,,,,,0.8898601398601399,,0.8413223140495868,machine_a_deepseekcoder13b_e1__has_vul__full,,,,2363,,,,17411,4667,,,,has_vul,compute_node_a,full,DeepSeek-Coder,deepseek-ai/deepseek-coder-1.3b-base,DeepSeek-Coder,有结果,已完成,artifacts/metrics/machine_a_deepseekcoder13b_e1__has_vul__full/metrics.json
0.4917477782479898,,,,,,0.10971089696071164,,,,,,,,,,,,0.5323741007194245,artifacts/predictions/machine_a_deepseekcoder13b_e1__has_vul__prompt/predictions.jsonl,0.06115702479338843,machine_a_deepseekcoder13b_e1__has_vul__prompt,,,,2363,,,,,,,,,has_vul,compute_node_a,prompt,DeepSeek-Coder,deepseek-ai/deepseek-coder-1.3b-base,DeepSeek-Coder,有结果,已完成,artifacts/metrics/machine_a_deepseekcoder13b_e1__has_vul__prompt/metrics.json
0.796022005924672,,artifacts/checkpoints/machine_a_deepseekcoder13b_e1__has_vul__qlora/checkpoint-2177,,,,0.8027823240589198,,,,,,,,,,,,0.7949756888168558,,0.8107438016528926,machine_a_deepseekcoder13b_e1__has_vul__qlora,,,,2363,,,,17411,4667,,,,has_vul,compute_node_a,qlora,DeepSeek-Coder,deepseek-ai/deepseek-coder-1.3b-base,DeepSeek-Coder,有结果,已完成,artifacts/metrics/machine_a_deepseekcoder13b_e1__has_vul__qlora/metrics.json
,91.438662,,0.791449,0.307311,,,,,,,,,,,,,,,artifacts/predictions/machine_a_deepseekcoder13b_e1__vul_line__direct/predictions.jsonl,,machine_a_deepseekcoder13b_e1__vul_line__direct,0.056709,0.064849,0.050385,807,0.132964,0.216439,0.095956,,,,,,vul_line,compute_node_a,direct,artifacts/metrics/machine_a_deepseekcoder13b_e1__vul_line__direct/metrics.json,deepseek-ai/deepseek-coder-1.3b-base,DeepSeek-Coder,有结果,已完成,artifacts/metrics/machine_a_deepseekcoder13b_e1__vul_line__direct/metrics.json
,91.438662,artifacts/checkpoints/machine_a_deepseekcoder13b_e1__vul_line__full/checkpoint-22502,0.791449,0.83767,,,,,,,,,,,,,,0.329616,artifacts/predictions/machine_a_deepseekcoder13b_e1__vul_line__full/predictions_test.jsonl,0.256098,machine_a_deepseekcoder13b_e1__vul_line__full,0.288243,0.329616,0.256098,807,0.394058,0.48988,0.329589,10155,1529,,,,vul_line,compute_node_a,full,artifacts/metrics/machine_a_deepseekcoder13b_e1__vul_line__full/metrics.json,deepseek-ai/deepseek-coder-1.3b-base,DeepSeek-Coder,有结果,已完成,artifacts/metrics/machine_a_deepseekcoder13b_e1__vul_line__full/metrics.json
,91.438662,,0.791449,0.294919,,,,,,,,,,,,,,,artifacts/predictions/machine_a_deepseekcoder13b_e1__vul_line__prompt/predictions.jsonl,,machine_a_deepseekcoder13b_e1__vul_line__prompt,0.058154,0.066501,0.051669,807,0.125344,0.220157,0.087612,,,,,,vul_line,compute_node_a,prompt,artifacts/metrics/machine_a_deepseekcoder13b_e1__vul_line__prompt/metrics.json,deepseek-ai/deepseek-coder-1.3b-base,DeepSeek-Coder,有结果,已完成,artifacts/metrics/machine_a_deepseekcoder13b_e1__vul_line__prompt/metrics.json
,91.438662,artifacts/checkpoints/machine_a_deepseekcoder13b_e1__vul_line__qlora/checkpoint-22502,0.791449,0.214374,,,,,,,,,,,,,,0.062784,artifacts/predictions/machine_a_deepseekcoder13b_e1__vul_line__qlora/predictions_test.jsonl,0.04878,machine_a_deepseekcoder13b_e1__vul_line__qlora,0.054903,0.062784,0.04878,807,0.091573,0.183808,0.060976,10155,1529,,,,vul_line,compute_node_a,qlora,artifacts/metrics/machine_a_deepseekcoder13b_e1__vul_line__qlora/metrics.json,deepseek-ai/deepseek-coder-1.3b-base,DeepSeek-Coder,有结果,已完成,artifacts/metrics/machine_a_deepseekcoder13b_e1__vul_line__qlora/metrics.json
0.203313,,,,,,0.165306,,0.04261,0.050415,0.124587,521,0.093973,0.176583,0.176583,artifacts/predictions/machine_a_deepseekcoder13b_e1__vul_type__direct/predictions_multi_label.jsonl,0.064022,,0.203313,artifacts/predictions/machine_a_deepseekcoder13b_e1__vul_type__direct/predictions.jsonl,0.139271,machine_a_deepseekcoder13b_e1__vul_type__direct,,,,1992,,,,,,,,,vul_type,compute_node_a,direct,artifacts/metrics/machine_a_deepseekcoder13b_e1__vul_type__direct/metrics.json,deepseek-ai/deepseek-coder-1.3b-base,DeepSeek-Coder,有结果,已完成,artifacts/metrics/machine_a_deepseekcoder13b_e1__vul_type__direct/metrics.json
0.742972,,artifacts/checkpoints/machine_a_deepseekcoder13b_e1__vul_type__full/checkpoint-3124,,,,0.604082,,0.458361,0.72015,0.375708,521,0.407559,0.765835,0.765835,artifacts/predictions/machine_a_deepseekcoder13b_e1__vul_type__full/predictions_test_multi_label.jsonl,0.277662,,0.742972,artifacts/predictions/machine_a_deepseekcoder13b_e1__vul_type__full/predictions_test.jsonl,0.508941,machine_a_deepseekcoder13b_e1__vul_type__full,,,,1992,,,,24992,3829,,,,vul_type,compute_node_a,full,artifacts/metrics/machine_a_deepseekcoder13b_e1__vul_type__full/metrics.json,deepseek-ai/deepseek-coder-1.3b-base,DeepSeek-Coder,有结果,已完成,artifacts/metrics/machine_a_deepseekcoder13b_e1__vul_type__full/metrics.json
0.186747,,,,,,0.151837,,0.047609,0.040209,0.111707,521,0.096016,0.180422,0.180422,artifacts/predictions/machine_a_deepseekcoder13b_e1__vul_type__prompt/predictions_multi_label.jsonl,0.065414,,0.186747,artifacts/predictions/machine_a_deepseekcoder13b_e1__vul_type__prompt/predictions.jsonl,0.127923,machine_a_deepseekcoder13b_e1__vul_type__prompt,,,,1992,,,,,,,,,vul_type,compute_node_a,prompt,artifacts/metrics/machine_a_deepseekcoder13b_e1__vul_type__prompt/metrics.json,deepseek-ai/deepseek-coder-1.3b-base,DeepSeek-Coder,有结果,已完成,artifacts/metrics/machine_a_deepseekcoder13b_e1__vul_type__prompt/metrics.json
0.613454,,artifacts/checkpoints/machine_a_deepseekcoder13b_e1__vul_type__qlora/checkpoint-3124,,,,0.498776,,0.319251,0.635124,0.268281,521,0.346272,0.650672,0.650672,artifacts/predictions/machine_a_deepseekcoder13b_e1__vul_type__qlora/predictions_test_multi_label.jsonl,0.235908,,0.613454,artifacts/predictions/machine_a_deepseekcoder13b_e1__vul_type__qlora/predictions_test.jsonl,0.42022,machine_a_deepseekcoder13b_e1__vul_type__qlora,,,,1992,,,,24992,3829,,,,vul_type,compute_node_a,qlora,artifacts/metrics/machine_a_deepseekcoder13b_e1__vul_type__qlora/metrics.json,deepseek-ai/deepseek-coder-1.3b-base,DeepSeek-Coder,有结果,已完成,artifacts/metrics/machine_a_deepseekcoder13b_e1__vul_type__qlora/metrics.json
0.4955564959796868,,,,,,0.07309486780715396,,,,,,,,,,,,0.618421052631579,artifacts/predictions/remote_deepseekcoder33b_e1__has_vul__direct/predictions.jsonl,0.03884297520661157,remote_deepseekcoder33b_e1__has_vul__direct,,,,2363,,,,,,,,,has_vul,compute_node_c,direct,DeepSeek-Coder,deepseek-ai/deepseek-coder-33b-base,DeepSeek-Coder,有结果,已完成,artifacts/metrics/remote_deepseekcoder33b_e1__has_vul__direct/metrics.json
0.5019043588658485,,,,,,0.15627240143369175,,,,,,,,,,,,0.5891891891891892,artifacts/predictions/remote_deepseekcoder33b_e1__has_vul__prompt/predictions.jsonl,0.09008264462809917,remote_deepseekcoder33b_e1__has_vul__prompt,,,,2363,,,,,,,,,has_vul,compute_node_c,prompt,DeepSeek-Coder,deepseek-ai/deepseek-coder-33b-base,DeepSeek-Coder,有结果,已完成,artifacts/metrics/remote_deepseekcoder33b_e1__has_vul__prompt/metrics.json
0.4879390605162928,,artifacts/checkpoints/remote_deepseekcoder33b_e1__has_vul__qlora/checkpoint-2177,,,,0,,,,,,,,,,,,0,,0,remote_deepseekcoder33b_e1__has_vul__qlora,,,,2363,,,,17411,4667,,,,has_vul,compute_node_c,qlora,DeepSeek-Coder,deepseek-ai/deepseek-coder-33b-base,DeepSeek-Coder,有结果,已完成,artifacts/metrics/remote_deepseekcoder33b_e1__has_vul__qlora/metrics.json
,91.438662,,0.791449,0.237918,,,,,,,,,,,,,,,artifacts/predictions/remote_deepseekcoder33b_e1__vul_line__direct/predictions.jsonl,,remote_deepseekcoder33b_e1__vul_line__direct,0.054542,0.062371,0.04846,807,0.101462,0.194135,0.068678,,,,,,vul_line,compute_node_c,direct,artifacts/metrics/remote_deepseekcoder33b_e1__vul_line__direct/metrics.json,deepseek-ai/deepseek-coder-33b-base,DeepSeek-Coder,有结果,运行中,artifacts/metrics/remote_deepseekcoder33b_e1__vul_line__direct/metrics.json
,91.438662,,0.791449,0.215613,,,,,,,,,,,,,,,artifacts/predictions/remote_deepseekcoder33b_e1_gpu5_vul_line_prompt_split__vul_line__prompt/predictions.jsonl,,remote_deepseekcoder33b_e1_gpu5_vul_line_prompt_split__vul_line__prompt,0.054181,0.061958,0.048139,807,0.088134,0.182569,0.058087,,,,,,vul_line,compute_node_c,prompt,artifacts/metrics/remote_deepseekcoder33b_e1_gpu5_vul_line_prompt_split__vul_line__prompt/metrics.json,deepseek-ai/deepseek-coder-33b-base,DeepSeek-Coder,有结果,运行中,artifacts/metrics/remote_deepseekcoder33b_e1_gpu5_vul_line_prompt_split__vul_line__prompt/metrics.json
,91.438662,artifacts/checkpoints/remote_deepseekcoder33b_e1_gpu2_vul_line_qlora_split__vul_line__qlora/checkpoint-22502,0.791449,0.817844,,,,,,,,,,,,,,0.313094,artifacts/predictions/remote_deepseekcoder33b_e1_gpu2_vul_line_qlora_split__vul_line__qlora/predictions_test.jsonl,0.243261,remote_deepseekcoder33b_e1_gpu2_vul_line_qlora_split__vul_line__qlora,0.273794,0.313094,0.243261,807,0.391061,0.505989,0.318678,10155,1529,,,,vul_line,compute_node_c,qlora,artifacts/metrics/remote_deepseekcoder33b_e1_gpu2_vul_line_qlora_split__vul_line__qlora/metrics.json,deepseek-ai/deepseek-coder-33b-base,DeepSeek-Coder,有结果,运行中,artifacts/metrics/remote_deepseekcoder33b_e1_gpu2_vul_line_qlora_split__vul_line__qlora/metrics.json
0.191265,,,,,,0.15551,,0.053465,0.415822,0.115389,521,0.094995,0.178503,0.178503,artifacts/predictions/remote_deepseekcoder33b_e1__vul_type__direct/predictions_multi_label.jsonl,0.064718,,0.191265,artifacts/predictions/remote_deepseekcoder33b_e1__vul_type__direct/predictions.jsonl,0.131018,remote_deepseekcoder33b_e1__vul_type__direct,,,,1992,,,,,,,,,vul_type,compute_node_c,direct,artifacts/metrics/remote_deepseekcoder33b_e1__vul_type__direct/metrics.json,deepseek-ai/deepseek-coder-33b-base,DeepSeek-Coder,有结果,已完成,artifacts/metrics/remote_deepseekcoder33b_e1__vul_type__direct/metrics.json
0.185241,,,,,,0.150612,,0.047549,0.039791,0.110679,521,0.094995,0.178503,0.178503,artifacts/predictions/remote_deepseekcoder33b_e1__vul_type__prompt/predictions_multi_label.jsonl,0.064718,,0.185241,artifacts/predictions/remote_deepseekcoder33b_e1__vul_type__prompt/predictions.jsonl,0.126891,remote_deepseekcoder33b_e1__vul_type__prompt,,,,1992,,,,,,,,,vul_type,compute_node_c,prompt,artifacts/metrics/remote_deepseekcoder33b_e1__vul_type__prompt/metrics.json,deepseek-ai/deepseek-coder-33b-base,DeepSeek-Coder,有结果,已完成,artifacts/metrics/remote_deepseekcoder33b_e1__vul_type__prompt/metrics.json
0.20381526104417672,,artifacts/checkpoints/remote_deepseekcoder33b_e1__vul_type__qlora/checkpoint-3124,,,,0.1657142857142857,,,,,521,0.09397344228804902,0.1765834932821497,0.1765834932821497,artifacts/predictions/remote_deepseekcoder33b_e1__vul_type__qlora/predictions_test_multi_label.jsonl,0.06402226861517049,,0.20381526104417672,artifacts/predictions/remote_deepseekcoder33b_e1__vul_type__qlora/predictions_test.jsonl,0.13961485557083905,remote_deepseekcoder33b_e1__vul_type__qlora,,,,1992,,,,24992,3829,,,,vul_type,compute_node_c,qlora,,deepseek-ai/deepseek-coder-33b-base,DeepSeek-Coder,有结果,已完成,artifacts/metrics/remote_deepseekcoder33b_e1__vul_type__qlora/metrics.json
0.49640287769784175,,,,,,0.0717628705148206,,,,,,,,,,,,0.6388888888888888,artifacts/predictions/remote_deepseekcoder67b_e1__has_vul__direct/predictions.jsonl,0.03801652892561983,remote_deepseekcoder67b_e1__has_vul__direct,,,,2363,,,,,,,,,has_vul,compute_node_c,direct,DeepSeek-Coder,deepseek-ai/deepseek-coder-6.7b-base,DeepSeek-Coder,有结果,已完成,artifacts/metrics/remote_deepseekcoder67b_e1__has_vul__direct/metrics.json
0.4993652137113838,,,,,,0.12693726937269373,,,,,,,,,,,,0.593103448275862,artifacts/predictions/remote_deepseekcoder67b_e1__has_vul__prompt/predictions.jsonl,0.07107438016528926,remote_deepseekcoder67b_e1__has_vul__prompt,,,,2363,,,,,,,,,has_vul,compute_node_c,prompt,DeepSeek-Coder,deepseek-ai/deepseek-coder-6.7b-base,DeepSeek-Coder,有结果,已完成,artifacts/metrics/remote_deepseekcoder67b_e1__has_vul__prompt/metrics.json
0.8256453660600931,,artifacts/checkpoints/remote_deepseekcoder67b_e1__has_vul__qlora/checkpoint-2177,,,,0.8276150627615063,,,,,,,,,,,,0.838135593220339,,0.8173553719008264,remote_deepseekcoder67b_e1__has_vul__qlora,,,,2363,,,,17411,4667,,,,has_vul,compute_node_c,qlora,DeepSeek-Coder,deepseek-ai/deepseek-coder-6.7b-base,DeepSeek-Coder,有结果,已完成,artifacts/metrics/remote_deepseekcoder67b_e1__has_vul__qlora/metrics.json
,91.438662,,0.791449,0.283767,,,,,,,,,,,,,,,artifacts/predictions/remote_deepseekcoder67b_e1__vul_line__direct/predictions.jsonl,,remote_deepseekcoder67b_e1__vul_line__direct,0.047318,0.05411,0.042041,807,0.113557,0.183808,0.082157,,,,,,vul_line,compute_node_c,direct,artifacts/metrics/remote_deepseekcoder67b_e1__vul_line__direct/metrics.json,deepseek-ai/deepseek-coder-6.7b-base,DeepSeek-Coder,有结果,已完成,artifacts/metrics/remote_deepseekcoder67b_e1__vul_line__direct/metrics.json
,91.438662,,0.791449,0.292441,,,,,,,,,,,,,,,artifacts/predictions/remote_deepseekcoder67b_e1__vul_line__prompt/predictions.jsonl,,remote_deepseekcoder67b_e1__vul_line__prompt,0.056709,0.064849,0.050385,807,0.131543,0.197852,0.098524,,,,,,vul_line,compute_node_c,prompt,artifacts/metrics/remote_deepseekcoder67b_e1__vul_line__prompt/metrics.json,deepseek-ai/deepseek-coder-6.7b-base,DeepSeek-Coder,有结果,已完成,artifacts/metrics/remote_deepseekcoder67b_e1__vul_line__prompt/metrics.json
,91.438662,artifacts/checkpoints/remote_deepseekcoder67b_e1__vul_line__qlora/checkpoint-22502,0.791449,0.249071,,,,,,,,,,,,,,0.06361,artifacts/predictions/remote_deepseekcoder67b_e1__vul_line__qlora/predictions_test.jsonl,0.049422,remote_deepseekcoder67b_e1__vul_line__qlora,0.055626,0.06361,0.049422,807,0.10206,0.186287,0.070282,10155,1529,,,,vul_line,compute_node_c,qlora,artifacts/metrics/remote_deepseekcoder67b_e1__vul_line__qlora/metrics.json,deepseek-ai/deepseek-coder-6.7b-base,DeepSeek-Coder,有结果,已完成,artifacts/metrics/remote_deepseekcoder67b_e1__vul_line__qlora/metrics.json
0.202811,,,,,,0.164898,,0.047422,0.377995,0.124475,521,0.096016,0.180422,0.180422,artifacts/predictions/remote_deepseekcoder67b_e1__vul_type__direct/predictions_multi_label.jsonl,0.065414,,0.202811,artifacts/predictions/remote_deepseekcoder67b_e1__vul_type__direct/predictions.jsonl,0.138927,remote_deepseekcoder67b_e1__vul_type__direct,,,,1992,,,,,,,,,vul_type,compute_node_c,direct,artifacts/metrics/remote_deepseekcoder67b_e1__vul_type__direct/metrics.json,deepseek-ai/deepseek-coder-6.7b-base,DeepSeek-Coder,有结果,已完成,artifacts/metrics/remote_deepseekcoder67b_e1__vul_type__direct/metrics.json
0.199799,,,,,,0.162449,,0.046821,0.041032,0.121072,521,0.097038,0.182342,0.182342,artifacts/predictions/remote_deepseekcoder67b_e1__vul_type__prompt/predictions_multi_label.jsonl,0.06611,,0.199799,artifacts/predictions/remote_deepseekcoder67b_e1__vul_type__prompt/predictions.jsonl,0.136864,remote_deepseekcoder67b_e1__vul_type__prompt,,,,1992,,,,,,,,,vul_type,compute_node_c,prompt,artifacts/metrics/remote_deepseekcoder67b_e1__vul_type__prompt/metrics.json,deepseek-ai/deepseek-coder-6.7b-base,DeepSeek-Coder,有结果,已完成,artifacts/metrics/remote_deepseekcoder67b_e1__vul_type__prompt/metrics.json
0.648594,,artifacts/checkpoints/remote_deepseekcoder67b_e1__vul_type__qlora/checkpoint-3124,,,,0.527347,,0.368163,0.73942,0.302504,521,0.374872,0.704415,0.704415,artifacts/predictions/remote_deepseekcoder67b_e1__vul_type__qlora/predictions_test_multi_label.jsonl,0.255393,,0.648594,artifacts/predictions/remote_deepseekcoder67b_e1__vul_type__qlora/predictions_test.jsonl,0.444292,remote_deepseekcoder67b_e1__vul_type__qlora,,,,1992,,,,24992,3829,,,,vul_type,compute_node_c,qlora,artifacts/metrics/remote_deepseekcoder67b_e1__vul_type__qlora/metrics.json,deepseek-ai/deepseek-coder-6.7b-base,DeepSeek-Coder,有结果,已完成,artifacts/metrics/remote_deepseekcoder67b_e1__vul_type__qlora/metrics.json
0.5421074904782057,,,,,,0.2527624309392265,,,,,,,,,,,,0.7689075630252101,artifacts/predictions/remote_granite_20b_code_base_e1__has_vul__direct/predictions.jsonl,0.15123966942148762,remote_granite_20b_code_base_e1__has_vul__direct,,,,2363,,,,,,,,,has_vul,compute_node_c,direct,Granite Code,ibm-granite/granite-20b-code-base,Granite Code,有结果,已完成,artifacts/metrics/remote_granite_20b_code_base_e1__has_vul__direct/metrics.json
0.543377063055438,,,,,,0.2801867911941294,,,,,,,,,,,,0.726643598615917,artifacts/predictions/remote_granite_20b_code_base_e1__has_vul__prompt/predictions.jsonl,0.17355371900826447,remote_granite_20b_code_base_e1__has_vul__prompt,,,,2363,,,,,,,,,has_vul,compute_node_c,prompt,Granite Code,ibm-granite/granite-20b-code-base,Granite Code,有结果,已完成,artifacts/metrics/remote_granite_20b_code_base_e1__has_vul__prompt/metrics.json
0.7232331781633516,,artifacts/checkpoints/remote_granite_20b_code_base_e1__has_vul__qlora/checkpoint-2177,,,,0.7277268942547876,,,,,,,,,,,,0.7332214765100671,,0.7223140495867768,remote_granite_20b_code_base_e1__has_vul__qlora,,,,2363,,,,17411,4667,,,,has_vul,compute_node_c,qlora,Granite Code,ibm-granite/granite-20b-code-base,Granite Code,有结果,已完成,artifacts/metrics/remote_granite_20b_code_base_e1__has_vul__qlora/metrics.json
,91.438662,,0.791449,0.2057,,,,,,,,,,,,,,,artifacts/predictions/remote_granite_20b_code_base_e1__vul_line__direct/predictions.jsonl,,remote_granite_20b_code_base_e1__vul_line__direct,0.051291,0.058653,0.045571,807,0.083428,0.1772,0.054557,,,,,,vul_line,compute_node_c,direct,artifacts/metrics/remote_granite_20b_code_base_e1__vul_line__direct/metrics.json,ibm-granite/granite-20b-code-base,Granite Code,有结果,已完成,artifacts/metrics/remote_granite_20b_code_base_e1__vul_line__direct/metrics.json
,91.43866171003718,,0.7914485767909362,0.22304832713754646,,,,,,,,,,,,,,,artifacts/predictions/remote_granite_20b_code_base_e1__vul_line__prompt/predictions.jsonl,,remote_granite_20b_code_base_e1__vul_line__prompt,0.043344771536933356,,,807,0.0947024049977526,,,,,,,,vul_line,compute_node_c,prompt,,ibm-granite/granite-20b-code-base,Granite Code,有结果,已完成,artifacts/metrics/remote_granite_20b_code_base_e1__vul_line__prompt/metrics.json
,91.438662,artifacts/checkpoints/remote_granite_20b_code_base_e1__vul_line__qlora/checkpoint-22502,0.791449,0.206939,,,,,,,,,,,,,,0.059893,artifacts/predictions/remote_granite_20b_code_base_e1__vul_line__qlora/predictions_test.jsonl,0.046534,remote_granite_20b_code_base_e1__vul_line__qlora,0.052375,0.059893,0.046534,807,0.08361,0.178852,0.054557,10155,1529,,,,vul_line,compute_node_c,qlora,artifacts/metrics/remote_granite_20b_code_base_e1__vul_line__qlora/metrics.json,ibm-granite/granite-20b-code-base,Granite Code,有结果,已完成,artifacts/metrics/remote_granite_20b_code_base_e1__vul_line__qlora/metrics.json
0.233936,,,,,,0.190204,,0.089019,0.516798,0.144761,521,0.102145,0.191939,0.191939,artifacts/predictions/remote_granite_20b_code_base_e1__vul_type__direct/predictions_multi_label.jsonl,0.069589,,0.233936,artifacts/predictions/remote_granite_20b_code_base_e1__vul_type__direct/predictions.jsonl,0.160248,remote_granite_20b_code_base_e1__vul_type__direct,,,,1992,,,,,,,,,vul_type,compute_node_c,direct,artifacts/metrics/remote_granite_20b_code_base_e1__vul_type__direct/metrics.json,ibm-granite/granite-20b-code-base,Granite Code,有结果,已完成,artifacts/metrics/remote_granite_20b_code_base_e1__vul_type__direct/metrics.json
0.198293,,,,,,0.161224,,0.052858,0.172264,0.118695,521,0.099081,0.18618,0.18618,artifacts/predictions/remote_granite_20b_code_base_e1__vul_type__prompt/predictions_multi_label.jsonl,0.067502,,0.198293,artifacts/predictions/remote_granite_20b_code_base_e1__vul_type__prompt/predictions.jsonl,0.135832,remote_granite_20b_code_base_e1__vul_type__prompt,,,,1992,,,,,,,,,vul_type,compute_node_c,prompt,artifacts/metrics/remote_granite_20b_code_base_e1__vul_type__prompt/metrics.json,ibm-granite/granite-20b-code-base,Granite Code,有结果,已完成,artifacts/metrics/remote_granite_20b_code_base_e1__vul_type__prompt/metrics.json
0.64759,,artifacts/checkpoints/remote_granite_20b_code_base_e1__vul_type__qlora/checkpoint-3124,,,,0.526531,,0.400946,0.673904,0.322605,521,0.358529,0.673704,0.673704,artifacts/predictions/remote_granite_20b_code_base_e1__vul_type__qlora/predictions_test_multi_label.jsonl,0.244259,,0.64759,artifacts/predictions/remote_granite_20b_code_base_e1__vul_type__qlora/predictions_test.jsonl,0.443604,remote_granite_20b_code_base_e1__vul_type__qlora,,,,1992,,,,24992,3829,,,,vul_type,compute_node_c,qlora,artifacts/metrics/remote_granite_20b_code_base_e1__vul_type__qlora/metrics.json,ibm-granite/granite-20b-code-base,Granite Code,有结果,已完成,artifacts/metrics/remote_granite_20b_code_base_e1__vul_type__qlora/metrics.json
0.5171392297926365,,,,,,0.13886792452830188,,,,,,,,,,,,0.8,artifacts/predictions/remote_granite_3b_code_base_e1__has_vul__direct/predictions.jsonl,0.07603305785123966,remote_granite_3b_code_base_e1__has_vul__direct,,,,2363,,,,,,,,,has_vul,compute_node_c,direct,Granite Code,ibm-granite/granite-3b-code-base,Granite Code,有结果,已完成,artifacts/metrics/remote_granite_3b_code_base_e1__has_vul__direct/metrics.json
0.8738891239949217,,artifacts/checkpoints/remote_granite_3b_code_base_e1__has_vul__full/checkpoint-2177,,,,0.8755221386800334,,,,,,,,,,,,0.8851351351351351,,0.8661157024793389,remote_granite_3b_code_base_e1__has_vul__full,,,,2363,,,,17411,4667,,,,has_vul,compute_node_c,full,Granite Code,ibm-granite/granite-3b-code-base,Granite Code,有结果,已完成,artifacts/metrics/remote_granite_3b_code_base_e1__has_vul__full/metrics.json
0.5306813372831147,,,,,,0.2531986531986532,,,,,,,,,,,,0.6836363636363636,artifacts/predictions/remote_granite_3b_code_base_e1__has_vul__prompt/predictions.jsonl,0.15537190082644628,remote_granite_3b_code_base_e1__has_vul__prompt,,,,2363,,,,,,,,,has_vul,compute_node_c,prompt,Granite Code,ibm-granite/granite-3b-code-base,Granite Code,有结果,已完成,artifacts/metrics/remote_granite_3b_code_base_e1__has_vul__prompt/metrics.json
0.7693609818027931,,artifacts/checkpoints/remote_granite_3b_code_base_e1__has_vul__qlora/checkpoint-2177,,,,0.7722524028416214,,,,,,,,,,,,0.7810650887573964,,0.7636363636363637,remote_granite_3b_code_base_e1__has_vul__qlora,,,,2363,,,,17411,4667,,,,has_vul,compute_node_c,qlora,Granite Code,ibm-granite/granite-3b-code-base,Granite Code,有结果,已完成,artifacts/metrics/remote_granite_3b_code_base_e1__has_vul__qlora/metrics.json
