accuracy,avg_candidates_per_contract,best_checkpoint,candidate_recall,contract_hit,empty_output_rate,f1,format_failure_rate,macro_f1,macro_precision,macro_recall,multi_label_examples,multi_label_f1,multi_label_hit_accuracy,multi_label_precision,multi_label_predictions_file,multi_label_recall,parseable_ratio,precision,predictions_file,recall,run_name,strict_f1,strict_precision,strict_recall,test_examples,tolerant_f1,tolerant_precision,tolerant_recall,train_examples,val_examples,weighted_f1,weighted_precision,weighted_recall,任务,执行机器,方法,本地metrics路径,模型,系列,结果状态,计划标记,说明
,91.438662,,0.791449,0.206939,,,,,,,,,,,,,,,artifacts/predictions/remote_granite_3b_code_base_e1__vul_line__direct/predictions.jsonl,,remote_granite_3b_code_base_e1__vul_line__direct,0.052375,0.059893,0.046534,807,0.08361,0.178852,0.054557,,,,,,vul_line,compute_node_c,direct,artifacts/metrics/remote_granite_3b_code_base_e1__vul_line__direct/metrics.json,ibm-granite/granite-3b-code-base,Granite Code,有结果,已完成,artifacts/metrics/remote_granite_3b_code_base_e1__vul_line__direct/metrics.json
,91.438662,artifacts/checkpoints/remote_granite_3b_code_base_e1__vul_line__full/checkpoint-22502,0.791449,0.831475,,,,,,,,,,,,,,0.335812,artifacts/predictions/remote_granite_3b_code_base_e1__vul_line__full/predictions_test.jsonl,0.260911,remote_granite_3b_code_base_e1__vul_line__full,0.293661,0.335812,0.260911,807,0.3884,0.475423,0.328306,10155,1529,,,,vul_line,compute_node_c,full,artifacts/metrics/remote_granite_3b_code_base_e1__vul_line__full/metrics.json,ibm-granite/granite-3b-code-base,Granite Code,有结果,已完成,artifacts/metrics/remote_granite_3b_code_base_e1__vul_line__full/metrics.json
,91.438662,,0.791449,0.206939,,,,,,,,,,,,,,,artifacts/predictions/remote_granite_3b_code_base_e1__vul_line__prompt/predictions.jsonl,,remote_granite_3b_code_base_e1__vul_line__prompt,0.052375,0.059893,0.046534,807,0.083655,0.179265,0.054557,,,,,,vul_line,compute_node_c,prompt,artifacts/metrics/remote_granite_3b_code_base_e1__vul_line__prompt/metrics.json,ibm-granite/granite-3b-code-base,Granite Code,有结果,已完成,artifacts/metrics/remote_granite_3b_code_base_e1__vul_line__prompt/metrics.json
,91.438662,artifacts/checkpoints/remote_granite_3b_code_base_e1__vul_line__qlora/checkpoint-22502,0.791449,0.257745,,,,,,,,,,,,,,0.071458,artifacts/predictions/remote_granite_3b_code_base_e1__vul_line__qlora/predictions_test.jsonl,0.05552,remote_granite_3b_code_base_e1__vul_line__qlora,0.062489,0.071458,0.05552,807,0.10679,0.202396,0.072529,10155,1529,,,,vul_line,compute_node_c,qlora,artifacts/metrics/remote_granite_3b_code_base_e1__vul_line__qlora/metrics.json,ibm-granite/granite-3b-code-base,Granite Code,有结果,已完成,artifacts/metrics/remote_granite_3b_code_base_e1__vul_line__qlora/metrics.json
0.240462,,,,,,0.19551,,0.10161,0.491113,0.151441,521,0.096016,0.180422,0.180422,artifacts/predictions/remote_granite_3b_code_base_e1__vul_type__direct/predictions_multi_label.jsonl,0.065414,,0.240462,artifacts/predictions/remote_granite_3b_code_base_e1__vul_type__direct/predictions.jsonl,0.164718,remote_granite_3b_code_base_e1__vul_type__direct,,,,1992,,,,,,,,,vul_type,compute_node_c,direct,artifacts/metrics/remote_granite_3b_code_base_e1__vul_type__direct/metrics.json,ibm-granite/granite-3b-code-base,Granite Code,有结果,已完成,artifacts/metrics/remote_granite_3b_code_base_e1__vul_type__direct/metrics.json
0.766064,,artifacts/checkpoints/remote_granite_3b_code_base_e1__vul_type__full/checkpoint-3124,,,,0.622857,,0.474178,0.856289,0.386494,521,0.430031,0.808061,0.808061,artifacts/predictions/remote_granite_3b_code_base_e1__vul_type__full/predictions_test_multi_label.jsonl,0.292971,,0.766064,artifacts/predictions/remote_granite_3b_code_base_e1__vul_type__full/predictions_test.jsonl,0.524759,remote_granite_3b_code_base_e1__vul_type__full,,,,1992,,,,24992,3829,,,,vul_type,compute_node_c,full,artifacts/metrics/remote_granite_3b_code_base_e1__vul_type__full/metrics.json,ibm-granite/granite-3b-code-base,Granite Code,有结果,已完成,artifacts/metrics/remote_granite_3b_code_base_e1__vul_type__full/metrics.json
0.190261,,,,,,0.154694,,0.052721,0.192159,0.114354,521,0.097038,0.182342,0.182342,artifacts/predictions/remote_granite_3b_code_base_e1__vul_type__prompt/predictions_multi_label.jsonl,0.06611,,0.190261,artifacts/predictions/remote_granite_3b_code_base_e1__vul_type__prompt/predictions.jsonl,0.13033,remote_granite_3b_code_base_e1__vul_type__prompt,,,,1992,,,,,,,,,vul_type,compute_node_c,prompt,artifacts/metrics/remote_granite_3b_code_base_e1__vul_type__prompt/metrics.json,ibm-granite/granite-3b-code-base,Granite Code,有结果,已完成,artifacts/metrics/remote_granite_3b_code_base_e1__vul_type__prompt/metrics.json
0.675703,,artifacts/checkpoints/remote_granite_3b_code_base_e1__vul_type__qlora/checkpoint-3124,,,,0.549388,,0.419148,0.712022,0.339881,521,0.396323,0.744722,0.744722,artifacts/predictions/remote_granite_3b_code_base_e1__vul_type__qlora/predictions_test_multi_label.jsonl,0.270007,,0.675703,artifacts/predictions/remote_granite_3b_code_base_e1__vul_type__qlora/predictions_test.jsonl,0.462861,remote_granite_3b_code_base_e1__vul_type__qlora,,,,1992,,,,24992,3829,,,,vul_type,compute_node_c,qlora,artifacts/metrics/remote_granite_3b_code_base_e1__vul_type__qlora/metrics.json,ibm-granite/granite-3b-code-base,Granite Code,有结果,已完成,artifacts/metrics/remote_granite_3b_code_base_e1__vul_type__qlora/metrics.json
0.5366060093101989,,,,,,0.40131219245489336,,,,,,,,,,,,0.592891760904685,artifacts/predictions/remote_granite_8b_code_base_e1__has_vul__direct/predictions.jsonl,0.30330578512396694,remote_granite_8b_code_base_e1__has_vul__direct,,,,2363,,,,,,,,,has_vul,compute_node_c,direct,Granite Code,ibm-granite/granite-8b-code-base,Granite Code,有结果,已完成,artifacts/metrics/remote_granite_8b_code_base_e1__has_vul__direct/metrics.json
0.5412611087600507,,,,,,0.4264550264550265,,,,,,,,,,,,0.5926470588235294,artifacts/predictions/remote_granite_8b_code_base_e1__has_vul__prompt/predictions.jsonl,0.3330578512396694,remote_granite_8b_code_base_e1__has_vul__prompt,,,,2363,,,,,,,,,has_vul,compute_node_c,prompt,Granite Code,ibm-granite/granite-8b-code-base,Granite Code,有结果,已完成,artifacts/metrics/remote_granite_8b_code_base_e1__has_vul__prompt/metrics.json
0.7735928903935675,,artifacts/checkpoints/remote_granite_8b_code_base_e1__has_vul__qlora/checkpoint-2177,,,,0.7762442492680887,,,,,,,,,,,,0.785774767146486,,0.7669421487603306,remote_granite_8b_code_base_e1__has_vul__qlora,,,,2363,,,,17411,4667,,,,has_vul,compute_node_c,qlora,Granite Code,ibm-granite/granite-8b-code-base,Granite Code,有结果,已完成,artifacts/metrics/remote_granite_8b_code_base_e1__has_vul__qlora/metrics.json
,91.438662,,0.791449,0.2057,,,,,,,,,,,,,,,artifacts/predictions/remote_granite_8b_code_base_e1__vul_line__direct/predictions.jsonl,,remote_granite_8b_code_base_e1__vul_line__direct,0.052736,0.060306,0.046855,807,0.083655,0.179265,0.054557,,,,,,vul_line,compute_node_c,direct,artifacts/metrics/remote_granite_8b_code_base_e1__vul_line__direct/metrics.json,ibm-granite/granite-8b-code-base,Granite Code,有结果,已完成,artifacts/metrics/remote_granite_8b_code_base_e1__vul_line__direct/metrics.json
,91.438662,,0.791449,0.252788,,,,,,,,,,,,,,,artifacts/predictions/remote_granite_8b_code_base_e1__vul_line__prompt/predictions.jsonl,,remote_granite_8b_code_base_e1__vul_line__prompt,0.047318,0.05411,0.042041,807,0.101031,0.181743,0.069961,,,,,,vul_line,compute_node_c,prompt,artifacts/metrics/remote_granite_8b_code_base_e1__vul_line__prompt/metrics.json,ibm-granite/granite-8b-code-base,Granite Code,有结果,已完成,artifacts/metrics/remote_granite_8b_code_base_e1__vul_line__prompt/metrics.json
,91.438662,artifacts/checkpoints/remote_granite_8b_code_base_e1__vul_line__qlora/checkpoint-22502,0.791449,0.795539,,,,,,,,,,,,,,0.306898,artifacts/predictions/remote_granite_8b_code_base_e1__vul_line__qlora/predictions_test.jsonl,0.238447,remote_granite_8b_code_base_e1__vul_line__qlora,0.268376,0.306898,0.238447,807,0.378986,0.488228,0.309692,10155,1529,,,,vul_line,compute_node_c,qlora,artifacts/metrics/remote_granite_8b_code_base_e1__vul_line__qlora/metrics.json,ibm-granite/granite-8b-code-base,Granite Code,有结果,已完成,artifacts/metrics/remote_granite_8b_code_base_e1__vul_line__qlora/metrics.json
0.220884,,,,,,0.179592,,0.101553,0.547458,0.131327,521,0.11951,0.224568,0.224568,artifacts/predictions/remote_granite_8b_code_base_e1__vul_type__direct/predictions_multi_label.jsonl,0.08142,,0.220884,artifacts/predictions/remote_granite_8b_code_base_e1__vul_type__direct/predictions.jsonl,0.151307,remote_granite_8b_code_base_e1__vul_type__direct,,,,1992,,,,,,,,,vul_type,compute_node_c,direct,artifacts/metrics/remote_granite_8b_code_base_e1__vul_type__direct/metrics.json,ibm-granite/granite-8b-code-base,Granite Code,有结果,已完成,artifacts/metrics/remote_granite_8b_code_base_e1__vul_type__direct/metrics.json
0.200803,,,,,,0.163265,,0.062155,0.175614,0.113633,521,0.11951,0.224568,0.224568,artifacts/predictions/remote_granite_8b_code_base_e1__vul_type__prompt/predictions_multi_label.jsonl,0.08142,,0.200803,artifacts/predictions/remote_granite_8b_code_base_e1__vul_type__prompt/predictions.jsonl,0.137552,remote_granite_8b_code_base_e1__vul_type__prompt,,,,1992,,,,,,,,,vul_type,compute_node_c,prompt,artifacts/metrics/remote_granite_8b_code_base_e1__vul_type__prompt/metrics.json,ibm-granite/granite-8b-code-base,Granite Code,有结果,已完成,artifacts/metrics/remote_granite_8b_code_base_e1__vul_type__prompt/metrics.json
0.689759,,artifacts/checkpoints/remote_granite_8b_code_base_e1__vul_type__qlora/checkpoint-3124,,,,0.560816,,0.43481,0.726905,0.352082,521,0.398366,0.74856,0.74856,artifacts/predictions/remote_granite_8b_code_base_e1__vul_type__qlora/predictions_test_multi_label.jsonl,0.271399,,0.689759,artifacts/predictions/remote_granite_8b_code_base_e1__vul_type__qlora/predictions_test.jsonl,0.47249,remote_granite_8b_code_base_e1__vul_type__qlora,,,,1992,,,,24992,3829,,,,vul_type,compute_node_c,qlora,artifacts/metrics/remote_granite_8b_code_base_e1__vul_type__qlora/metrics.json,ibm-granite/granite-8b-code-base,Granite Code,有结果,已完成,artifacts/metrics/remote_granite_8b_code_base_e1__vul_type__qlora/metrics.json
0.48582310622090563,,,,,,0.02566158781074579,,,,,,,,,,,,0.43243243243243246,artifacts/predictions/matrix_balanced721_qwen05_e1__has_vul__direct/predictions.jsonl,0.013223140495867768,matrix_balanced721_qwen05_e1__has_vul__direct,,,,2363,,,,,,,,,has_vul,compute_node_a,direct,Qwen2.5-Coder,Qwen/Qwen2.5-Coder-0.5B-Instruct,Qwen2.5-Coder,有结果,已完成,artifacts/metrics/matrix_balanced721_qwen05_e1__has_vul__direct/metrics.json
0.8751586965721541,,artifacts/checkpoints/matrix_balanced721_qwen05_e1__has_vul__full/checkpoint-2177,,,,0.8755799240826655,,,,,,,,,,,,0.8940568475452196,,0.8578512396694215,matrix_balanced721_qwen05_e1__has_vul__full,,,,2363,,,,17411,4667,,,,has_vul,compute_node_a,full,Qwen2.5-Coder,Qwen/Qwen2.5-Coder-0.5B-Instruct,Qwen2.5-Coder,有结果,已完成,artifacts/metrics/matrix_balanced721_qwen05_e1__has_vul__full/metrics.json
0.48709267879813795,,,,,,0.03503184713375796,,,,,,,,,,,,0.4782608695652174,artifacts/predictions/matrix_balanced721_qwen05_e1__has_vul__prompt/predictions.jsonl,0.01818181818181818,matrix_balanced721_qwen05_e1__has_vul__prompt,,,,2363,,,,,,,,,has_vul,compute_node_a,prompt,Qwen2.5-Coder,Qwen/Qwen2.5-Coder-0.5B-Instruct,Qwen2.5-Coder,有结果,已完成,artifacts/metrics/matrix_balanced721_qwen05_e1__has_vul__prompt/metrics.json
0.7291578501904359,,artifacts/checkpoints/matrix_balanced721_qwen05_e1__has_vul__qlora/checkpoint-2177,,,,0.7374897456931911,,,,,,,,,,,,0.7320846905537459,,0.7429752066115702,matrix_balanced721_qwen05_e1__has_vul__qlora,,,,2363,,,,17411,4667,,,,has_vul,compute_node_a,qlora,Qwen2.5-Coder,Qwen/Qwen2.5-Coder-0.5B-Instruct,Qwen2.5-Coder,有结果,已完成,artifacts/metrics/matrix_balanced721_qwen05_e1__has_vul__qlora/metrics.json
,91.438662,,0.791449,0.268897,,,,,,,,,,,,,,,artifacts/predictions/matrix_balanced721_qwen05_e1__vul_line__direct/predictions.jsonl,,matrix_balanced721_qwen05_e1__vul_line__direct,0.045151,0.051632,0.040116,807,0.107729,0.180917,0.076701,,,,,,vul_line,compute_node_a,direct,artifacts/metrics/matrix_balanced721_qwen05_e1__vul_line__direct/metrics.json,Qwen/Qwen2.5-Coder-0.5B-Instruct,Qwen2.5-Coder,有结果,已完成,artifacts/metrics/matrix_balanced721_qwen05_e1__vul_line__direct/metrics.json
,91.438662,artifacts/checkpoints/matrix_balanced721_qwen05_e1__vul_line__full/checkpoint-22502,0.791449,0.845105,,,,,,,,,,,,,,0.334572,artifacts/predictions/matrix_balanced721_qwen05_e1__vul_line__full/predictions_test.jsonl,0.259949,matrix_balanced721_qwen05_e1__vul_line__full,0.292577,0.334572,0.259949,807,0.390406,0.480793,0.328626,10155,1529,,,,vul_line,compute_node_a,full,artifacts/metrics/matrix_balanced721_qwen05_e1__vul_line__full/metrics.json,Qwen/Qwen2.5-Coder-0.5B-Instruct,Qwen2.5-Coder,有结果,已完成,artifacts/metrics/matrix_balanced721_qwen05_e1__vul_line__full/metrics.json
,91.438662,,0.791449,0.219331,,,,,,,,,,,,,,,artifacts/predictions/matrix_balanced721_qwen05_e1__vul_line__prompt/predictions.jsonl,,matrix_balanced721_qwen05_e1__vul_line__prompt,0.052014,0.05948,0.046213,807,0.089403,0.180917,0.059371,,,,,,vul_line,compute_node_a,prompt,artifacts/metrics/matrix_balanced721_qwen05_e1__vul_line__prompt/metrics.json,Qwen/Qwen2.5-Coder-0.5B-Instruct,Qwen2.5-Coder,有结果,已完成,artifacts/metrics/matrix_balanced721_qwen05_e1__vul_line__prompt/metrics.json
,91.438662,artifacts/checkpoints/matrix_balanced721_qwen05_e1__vul_line__qlora/checkpoint-22502,0.791449,0.789343,,,,,,,,,,,,,,0.291202,artifacts/predictions/matrix_balanced721_qwen05_e1__vul_line__qlora/predictions_test.jsonl,0.226252,matrix_balanced721_qwen05_e1__vul_line__qlora,0.254651,0.291202,0.226252,807,0.372784,0.481206,0.304236,10155,1529,,,,vul_line,compute_node_a,qlora,artifacts/metrics/matrix_balanced721_qwen05_e1__vul_line__qlora/metrics.json,Qwen/Qwen2.5-Coder-0.5B-Instruct,Qwen2.5-Coder,有结果,已完成,artifacts/metrics/matrix_balanced721_qwen05_e1__vul_line__qlora/metrics.json
0.192269,,,,,,0.156327,,0.057564,0.267202,0.11793,521,0.099081,0.18618,0.18618,artifacts/predictions/matrix_balanced721_qwen05_e1__vul_type__direct/predictions_multi_label.jsonl,0.067502,,0.192269,artifacts/predictions/matrix_balanced721_qwen05_e1__vul_type__direct/predictions.jsonl,0.131706,matrix_balanced721_qwen05_e1__vul_type__direct,,,,1992,,,,,,,,,vul_type,compute_node_a,direct,artifacts/metrics/matrix_balanced721_qwen05_e1__vul_type__direct/metrics.json,Qwen/Qwen2.5-Coder-0.5B-Instruct,Qwen2.5-Coder,有结果,已完成,artifacts/metrics/matrix_balanced721_qwen05_e1__vul_type__direct/metrics.json
0.763554,,artifacts/checkpoints/matrix_balanced721_qwen05_e1__vul_type__full/checkpoint-3124,,,,0.620816,,0.47549,0.851339,0.388493,521,0.423902,0.796545,0.796545,artifacts/predictions/matrix_balanced721_qwen05_e1__vul_type__full/predictions_test_multi_label.jsonl,0.288796,,0.763554,artifacts/predictions/matrix_balanced721_qwen05_e1__vul_type__full/predictions_test.jsonl,0.52304,matrix_balanced721_qwen05_e1__vul_type__full,,,,1992,,,,24992,3829,,,,vul_type,compute_node_a,full,artifacts/metrics/matrix_balanced721_qwen05_e1__vul_type__full/metrics.json,Qwen/Qwen2.5-Coder-0.5B-Instruct,Qwen2.5-Coder,有结果,已完成,artifacts/metrics/matrix_balanced721_qwen05_e1__vul_type__full/metrics.json
0.199799,,,,,,0.162449,,0.055188,0.163189,0.115773,521,0.099081,0.18618,0.18618,artifacts/predictions/matrix_balanced721_qwen05_e1__vul_type__prompt/predictions_multi_label.jsonl,0.067502,,0.199799,artifacts/predictions/matrix_balanced721_qwen05_e1__vul_type__prompt/predictions.jsonl,0.136864,matrix_balanced721_qwen05_e1__vul_type__prompt,,,,1992,,,,,,,,,vul_type,compute_node_a,prompt,artifacts/metrics/matrix_balanced721_qwen05_e1__vul_type__prompt/metrics.json,Qwen/Qwen2.5-Coder-0.5B-Instruct,Qwen2.5-Coder,有结果,已完成,artifacts/metrics/matrix_balanced721_qwen05_e1__vul_type__prompt/metrics.json
0.600904,,artifacts/checkpoints/matrix_balanced721_qwen05_e1__vul_type__qlora/checkpoint-3124,,,,0.488571,,0.363007,0.63799,0.291479,521,0.351379,0.660269,0.660269,artifacts/predictions/matrix_balanced721_qwen05_e1__vul_type__qlora/predictions_test_multi_label.jsonl,0.239388,,0.600904,artifacts/predictions/matrix_balanced721_qwen05_e1__vul_type__qlora/predictions_test.jsonl,0.411623,matrix_balanced721_qwen05_e1__vul_type__qlora,,,,1992,,,,24992,3829,,,,vul_type,compute_node_a,qlora,artifacts/metrics/matrix_balanced721_qwen05_e1__vul_type__qlora/metrics.json,Qwen/Qwen2.5-Coder-0.5B-Instruct,Qwen2.5-Coder,有结果,已完成,artifacts/metrics/matrix_balanced721_qwen05_e1__vul_type__qlora/metrics.json
0.4955564959796868,,,,,,0.05246422893481717,,,,,,,,,,,,0.6875,artifacts/predictions/formal_balanced721_qwen25coder15b_e1__has_vul__direct/predictions.jsonl,0.02727272727272727,formal_balanced721_qwen25coder15b_e1__has_vul__direct,,,,2363,,,,,,,,,has_vul,compute_node_a,direct,Qwen2.5-Coder,Qwen/Qwen2.5-Coder-1.5B-Instruct,Qwen2.5-Coder,有结果,已完成,artifacts/metrics/formal_balanced721_qwen25coder15b_e1__has_vul__direct/metrics.json
0.8751586965721541,,artifacts/checkpoints/formal_balanced721_qwen25coder15b_e1__has_vul__full/checkpoint-2177,,,,0.8756847871892119,,,,,,,,,,,,0.8933791917454859,,0.8586776859504133,formal_balanced721_qwen25coder15b_e1__has_vul__full,,,,2363,,,,17411,4667,,,,has_vul,compute_node_a,full,Qwen2.5-Coder,Qwen/Qwen2.5-Coder-1.5B-Instruct,Qwen2.5-Coder,有结果,已完成,artifacts/metrics/formal_balanced721_qwen25coder15b_e1__has_vul__full/metrics.json
0.48243757934828607,,,,,,0.0407843137254902,,,,,,,,,,,,0.4,artifacts/predictions/formal_balanced721_qwen25coder15b_e1__has_vul__prompt/predictions.jsonl,0.021487603305785124,formal_balanced721_qwen25coder15b_e1__has_vul__prompt,,,,2363,,,,,,,,,has_vul,compute_node_a,prompt,Qwen2.5-Coder,Qwen/Qwen2.5-Coder-1.5B-Instruct,Qwen2.5-Coder,有结果,已完成,artifacts/metrics/formal_balanced721_qwen25coder15b_e1__has_vul__prompt/metrics.json
0.7507405840033855,,artifacts/checkpoints/formal_balanced721_qwen25coder15b_e1__has_vul__qlora/checkpoint-2177,,,,0.7598858540562576,,,,,,,,,,,,0.7497988736926791,,0.7702479338842976,formal_balanced721_qwen25coder15b_e1__has_vul__qlora,,,,2363,,,,17411,4667,,,,has_vul,compute_node_a,qlora,Qwen2.5-Coder,Qwen/Qwen2.5-Coder-1.5B-Instruct,Qwen2.5-Coder,有结果,已完成,artifacts/metrics/formal_balanced721_qwen25coder15b_e1__has_vul__qlora/metrics.json
,91.438662,,0.791449,0.309789,,,,,,,,,,,,,,,artifacts/predictions/formal_balanced721_qwen25coder15b_e1__vul_line__direct/predictions.jsonl,,formal_balanced721_qwen25coder15b_e1__vul_line__direct,0.054903,0.062784,0.04878,807,0.137355,0.23957,0.096277,,,,,,vul_line,compute_node_a,direct,artifacts/metrics/formal_balanced721_qwen25coder15b_e1__vul_line__direct/metrics.json,Qwen/Qwen2.5-Coder-1.5B-Instruct,Qwen2.5-Coder,有结果,已完成,artifacts/metrics/formal_balanced721_qwen25coder15b_e1__vul_line__direct/metrics.json
,91.438662,artifacts/checkpoints/formal_balanced721_qwen25coder15b_e1__vul_line__full/checkpoint-22502,0.791449,0.827757,,,,,,,,,,,,,,0.331681,artifacts/predictions/formal_balanced721_qwen25coder15b_e1__vul_line__full/predictions_test.jsonl,0.257702,formal_balanced721_qwen25coder15b_e1__vul_line__full,0.290049,0.331681,0.257702,807,0.394781,0.500207,0.326059,10155,1529,,,,vul_line,compute_node_a,full,artifacts/metrics/formal_balanced721_qwen25coder15b_e1__vul_line__full/metrics.json,Qwen/Qwen2.5-Coder-1.5B-Instruct,Qwen2.5-Coder,有结果,已完成,artifacts/metrics/formal_balanced721_qwen25coder15b_e1__vul_line__full/metrics.json
,91.438662,,0.791449,0.366791,,,,,,,,,,,,,,,artifacts/predictions/formal_balanced721_qwen25coder15b_e1__vul_line__prompt/predictions.jsonl,,formal_balanced721_qwen25coder15b_e1__vul_line__prompt,0.063211,0.072284,0.056162,807,0.161017,0.244527,0.120026,,,,,,vul_line,compute_node_a,prompt,artifacts/metrics/formal_balanced721_qwen25coder15b_e1__vul_line__prompt/metrics.json,Qwen/Qwen2.5-Coder-1.5B-Instruct,Qwen2.5-Coder,有结果,已完成,artifacts/metrics/formal_balanced721_qwen25coder15b_e1__vul_line__prompt/metrics.json
,91.438662,artifacts/checkpoints/formal_balanced721_qwen25coder15b_e1__vul_line__qlora/checkpoint-22502,0.791449,0.791822,,,,,,,,,,,,,,0.293267,artifacts/predictions/formal_balanced721_qwen25coder15b_e1__vul_line__qlora/predictions_test.jsonl,0.227856,formal_balanced721_qwen25coder15b_e1__vul_line__qlora,0.256457,0.293267,0.227856,807,0.378648,0.493598,0.307125,10155,1529,,,,vul_line,compute_node_a,qlora,artifacts/metrics/formal_balanced721_qwen25coder15b_e1__vul_line__qlora/metrics.json,Qwen/Qwen2.5-Coder-1.5B-Instruct,Qwen2.5-Coder,有结果,已完成,artifacts/metrics/formal_balanced721_qwen25coder15b_e1__vul_line__qlora/metrics.json
0.24247,,,,,,0.197143,,0.090532,0.536346,0.144791,521,0.099081,0.18618,0.18618,artifacts/predictions/formal_balanced721_qwen25coder15b_e1__vul_type__direct/predictions_multi_label.jsonl,0.067502,,0.24247,artifacts/predictions/formal_balanced721_qwen25coder15b_e1__vul_type__direct/predictions.jsonl,0.166094,formal_balanced721_qwen25coder15b_e1__vul_type__direct,,,,1992,,,,,,,,,vul_type,compute_node_a,direct,artifacts/metrics/formal_balanced721_qwen25coder15b_e1__vul_type__direct/metrics.json,Qwen/Qwen2.5-Coder-1.5B-Instruct,Qwen2.5-Coder,有结果,已完成,artifacts/metrics/formal_balanced721_qwen25coder15b_e1__vul_type__direct/metrics.json
0.770582,,artifacts/checkpoints/formal_balanced721_qwen25coder15b_e1__vul_type__full/checkpoint-3124,,,,0.626531,,0.472896,0.855912,0.387488,521,0.42288,0.794626,0.794626,artifacts/predictions/formal_balanced721_qwen25coder15b_e1__vul_type__full/predictions_test_multi_label.jsonl,0.2881,,0.770582,artifacts/predictions/formal_balanced721_qwen25coder15b_e1__vul_type__full/predictions_test.jsonl,0.527854,formal_balanced721_qwen25coder15b_e1__vul_type__full,,,,1992,,,,24992,3829,,,,vul_type,compute_node_a,full,artifacts/metrics/formal_balanced721_qwen25coder15b_e1__vul_type__full/metrics.json,Qwen/Qwen2.5-Coder-1.5B-Instruct,Qwen2.5-Coder,有结果,已完成,artifacts/metrics/formal_balanced721_qwen25coder15b_e1__vul_type__full/metrics.json
0.194779,,,,,,0.158367,,0.054361,0.128064,0.112749,521,0.100102,0.1881,0.1881,artifacts/predictions/formal_balanced721_qwen25coder15b_e1__vul_type__prompt/predictions_multi_label.jsonl,0.068198,,0.194779,artifacts/predictions/formal_balanced721_qwen25coder15b_e1__vul_type__prompt/predictions.jsonl,0.133425,formal_balanced721_qwen25coder15b_e1__vul_type__prompt,,,,1992,,,,,,,,,vul_type,compute_node_a,prompt,artifacts/metrics/formal_balanced721_qwen25coder15b_e1__vul_type__prompt/metrics.json,Qwen/Qwen2.5-Coder-1.5B-Instruct,Qwen2.5-Coder,有结果,已完成,artifacts/metrics/formal_balanced721_qwen25coder15b_e1__vul_type__prompt/metrics.json
0.642068,,artifacts/checkpoints/formal_balanced721_qwen25coder15b_e1__vul_type__qlora/checkpoint-3124,,,,0.522041,,0.404862,0.681352,0.324511,521,0.369765,0.694818,0.694818,artifacts/predictions/formal_balanced721_qwen25coder15b_e1__vul_type__qlora/predictions_test_multi_label.jsonl,0.251914,,0.642068,artifacts/predictions/formal_balanced721_qwen25coder15b_e1__vul_type__qlora/predictions_test.jsonl,0.439821,formal_balanced721_qwen25coder15b_e1__vul_type__qlora,,,,1992,,,,24992,3829,,,,vul_type,compute_node_a,qlora,artifacts/metrics/formal_balanced721_qwen25coder15b_e1__vul_type__qlora/metrics.json,Qwen/Qwen2.5-Coder-1.5B-Instruct,Qwen2.5-Coder,有结果,已完成,artifacts/metrics/formal_balanced721_qwen25coder15b_e1__vul_type__qlora/metrics.json
0.5404147270418959,,,,,,0.2836411609498681,,,,,,,,,,,,0.7026143790849673,artifacts/predictions/remote_qwen25coder14b_e1__has_vul__direct/predictions.jsonl,0.17768595041322313,remote_qwen25coder14b_e1__has_vul__direct,,,,2363,,,,,,,,,has_vul,compute_node_c,direct,Qwen2.5-Coder,Qwen/Qwen2.5-Coder-14B-Instruct,Qwen2.5-Coder,有结果,已完成,artifacts/metrics/remote_qwen25coder14b_e1__has_vul__direct/metrics.json
0.5048666948793906,,,,,,0.17952314165497896,,,,,,,,,,,,0.5925925925925926,artifacts/predictions/remote_qwen25coder14b_e1__has_vul__prompt/predictions.jsonl,0.10578512396694215,remote_qwen25coder14b_e1__has_vul__prompt,,,,2363,,,,,,,,,has_vul,compute_node_c,prompt,Qwen2.5-Coder,Qwen/Qwen2.5-Coder-14B-Instruct,Qwen2.5-Coder,有结果,已完成,artifacts/metrics/remote_qwen25coder14b_e1__has_vul__prompt/metrics.json
0.7685146000846381,,artifacts/checkpoints/remote_qwen25coder14b_e1__has_vul__qlora/checkpoint-2177,,,,0.7717980809345014,,,,,,,,,,,,0.7792754844144903,,0.7644628099173554,remote_qwen25coder14b_e1__has_vul__qlora,,,,2363,,,,17411,4667,,,,has_vul,compute_node_c,qlora,Qwen2.5-Coder,Qwen/Qwen2.5-Coder-14B-Instruct,Qwen2.5-Coder,有结果,已完成,artifacts/metrics/remote_qwen25coder14b_e1__has_vul__qlora/metrics.json
,91.438662,,0.791449,0.273854,,,,,,,,,,,,,,,artifacts/predictions/remote_qwen25coder14b_e1__vul_line__direct/predictions.jsonl,,remote_qwen25coder14b_e1__vul_line__direct,0.049846,0.057001,0.044288,807,0.105886,0.18133,0.074775,,,,,,vul_line,compute_node_c,direct,artifacts/metrics/remote_qwen25coder14b_e1__vul_line__direct/metrics.json,Qwen/Qwen2.5-Coder-14B-Instruct,Qwen2.5-Coder,有结果,已完成,artifacts/metrics/remote_qwen25coder14b_e1__vul_line__direct/metrics.json
