accuracy,avg_candidates_per_contract,best_checkpoint,candidate_recall,completed_time,contract_hit,dataset_view,execution_source,expansion_stage,f1,macro_f1,macro_precision,macro_recall,method,metrics_path,model,model_family,multi_label_examples,multi_label_f1,multi_label_hit_accuracy,multi_label_precision,multi_label_predictions_file,multi_label_recall,paired_expansion_counterpart,pre_expansion_pair_marker,precision,predictions_file,recall,run_name,runtime_minutes,source,status,strict_f1,strict_precision,strict_recall,summary_path,task,task_type,test_examples,tolerant_f1,tolerant_precision,tolerant_recall,train_examples,val_examples
0.24497991967871485,,,,46157.85663136574,,,compute_node_c,,0.19918367346938773,0.110677,0.519044,0.152498,direct,artifacts/metrics/remote_starcoder2_15b_e1__vul_type__direct/metrics.json,bigcode/starcoder2-15b,StarCoder2,521,0.10520939734422881,0.19769673704414586,0.19769673704414586,artifacts/predictions/remote_starcoder2_15b_e1__vul_type__direct/predictions_multi_label.jsonl,0.07167710508002784,,,0.24497991967871485,artifacts/predictions/remote_starcoder2_15b_e1__vul_type__direct/predictions.jsonl,0.16781292984869325,remote_starcoder2_15b_e1__vul_type__direct,57.96893863333333,matrix_summary,completed,,,,artifacts/summaries/remote_starcoder2_15b_e1__vul_type__direct/matrix_summary.json,vul_type,type,1992,,,,,
0.20682730923694778,,,,46157.89744587963,,,compute_node_c,,0.16816326530612247,0.058202,0.181403,0.122151,prompt,artifacts/metrics/remote_starcoder2_15b_e1__vul_type__prompt/metrics.json,bigcode/starcoder2-15b,StarCoder2,521,0.10214504596527067,0.19193857965451055,0.19193857965451055,artifacts/predictions/remote_starcoder2_15b_e1__vul_type__prompt/predictions_multi_label.jsonl,0.06958942240779402,,,0.20682730923694778,artifacts/predictions/remote_starcoder2_15b_e1__vul_type__prompt/predictions.jsonl,0.14167812929848694,remote_starcoder2_15b_e1__vul_type__prompt,58.77284563333333,matrix_summary,completed,,,,artifacts/summaries/remote_starcoder2_15b_e1__vul_type__prompt/matrix_summary.json,vul_type,type,1992,,,,,
0.5918674698795181,,artifacts/checkpoints/remote_starcoder2_15b_e1__vul_type__qlora/checkpoint-3124,,46158.02643341435,,,compute_node_c,,0.48122448979591836,0.367974,0.636006,0.293977,qlora,artifacts/metrics/remote_starcoder2_15b_e1__vul_type__qlora/metrics.json,bigcode/starcoder2-15b,StarCoder2,521,0.3452502553626149,0.6487523992322457,0.6487523992322457,artifacts/predictions/remote_starcoder2_15b_e1__vul_type__qlora/predictions_test_multi_label.jsonl,0.23521224773834376,,,0.5918674698795181,artifacts/predictions/remote_starcoder2_15b_e1__vul_type__qlora/predictions_test.jsonl,0.40543328748280605,remote_starcoder2_15b_e1__vul_type__qlora,185.7419786,matrix_summary,completed,,,,artifacts/summaries/remote_starcoder2_15b_e1__vul_type__qlora/matrix_summary.json,vul_type,type,1992,,,,24992,3829
0.21586345381526104,,,,46160.12188175926,,,compute_node_c,,0.17551020408163265,0.097175,0.470337,0.141437,direct,artifacts/metrics/remote_starcoder2_3b_e1__vul_type__direct/metrics.json,bigcode/starcoder2-3b,StarCoder2,521,0.09908069458631255,0.18618042226487524,0.18618042226487524,artifacts/predictions/remote_starcoder2_3b_e1__vul_type__direct/predictions_multi_label.jsonl,0.0675017397355602,,,0.21586345381526104,artifacts/predictions/remote_starcoder2_3b_e1__vul_type__direct/predictions.jsonl,0.14786795048143053,remote_starcoder2_3b_e1__vul_type__direct,20.213552366666665,matrix_summary,completed,,,,artifacts/summaries/remote_starcoder2_3b_e1__vul_type__direct/matrix_summary.json,vul_type,type,1992,,,,,
0.7264056224899599,,artifacts/checkpoints/remote_starcoder2_3b_e1__vul_type__full/checkpoint-3124,,46160.2017606713,,,compute_node_c,,0.5906122448979593,0.45042,0.809363,0.365498,full,artifacts/metrics/remote_starcoder2_3b_e1__vul_type__full/metrics.json,bigcode/starcoder2-3b,StarCoder2,521,0.4024514811031665,0.7562380038387716,0.7562380038387716,artifacts/predictions/remote_starcoder2_3b_e1__vul_type__full/predictions_test_multi_label.jsonl,0.2741823242867084,,,0.7264056224899599,artifacts/predictions/remote_starcoder2_3b_e1__vul_type__full/predictions_test.jsonl,0.49759284731774417,remote_starcoder2_3b_e1__vul_type__full,94.12576286666668,matrix_summary,completed,,,,artifacts/summaries/remote_starcoder2_3b_e1__vul_type__full/matrix_summary.json,vul_type,type,1992,,,,24992,3829
0.19026104417670683,,,,46160.13639550926,,,compute_node_c,,0.15469387755102043,0.050322,0.164652,0.115455,prompt,artifacts/metrics/remote_starcoder2_3b_e1__vul_type__prompt/metrics.json,bigcode/starcoder2-3b,StarCoder2,521,0.09499489274770172,0.1785028790786948,0.1785028790786948,artifacts/predictions/remote_starcoder2_3b_e1__vul_type__prompt/predictions_multi_label.jsonl,0.06471816283924843,,,0.19026104417670683,artifacts/predictions/remote_starcoder2_3b_e1__vul_type__prompt/predictions.jsonl,0.13033012379642367,remote_starcoder2_3b_e1__vul_type__prompt,20.899725116666666,matrix_summary,completed,,,,artifacts/summaries/remote_starcoder2_3b_e1__vul_type__prompt/matrix_summary.json,vul_type,type,1992,,,,,
0.464859437751004,,artifacts/checkpoints/remote_starcoder2_3b_e1__vul_type__qlora/checkpoint-3124,,46160.23617537037,,,compute_node_c,,0.3779591836734694,0.255761,0.367341,0.222448,qlora,artifacts/metrics/remote_starcoder2_3b_e1__vul_type__qlora/metrics.json,bigcode/starcoder2-3b,StarCoder2,521,0.2512768130745659,0.472168905950096,0.472168905950096,artifacts/predictions/remote_starcoder2_3b_e1__vul_type__qlora/predictions_test_multi_label.jsonl,0.17118997912317327,,,0.464859437751004,artifacts/predictions/remote_starcoder2_3b_e1__vul_type__qlora/predictions_test.jsonl,0.3184319119669876,remote_starcoder2_3b_e1__vul_type__qlora,49.557080733333336,matrix_summary,completed,,,,artifacts/summaries/remote_starcoder2_3b_e1__vul_type__qlora/matrix_summary.json,vul_type,type,1992,,,,24992,3829
0.2359437751004016,,,,46157.49817895833,,,compute_node_c,,0.19183673469387755,0.092907,0.508886,0.14947,direct,artifacts/metrics/remote_starcoder2_7b_e1__vul_type__direct/metrics.json,bigcode/starcoder2-7b,StarCoder2,521,0.09601634320735444,0.18042226487523993,0.18042226487523993,artifacts/predictions/remote_starcoder2_7b_e1__vul_type__direct/predictions_multi_label.jsonl,0.06541405706332637,,,0.2359437751004016,artifacts/predictions/remote_starcoder2_7b_e1__vul_type__direct/predictions.jsonl,0.16162310866574967,remote_starcoder2_7b_e1__vul_type__direct,30.0923355,matrix_summary,completed,,,,artifacts/summaries/remote_starcoder2_7b_e1__vul_type__direct/matrix_summary.json,vul_type,type,1992,,,,,
0.1932730923694779,,,,46157.51962391203,,,compute_node_c,,0.15714285714285714,0.052142,0.295116,0.116619,prompt,artifacts/metrics/remote_starcoder2_7b_e1__vul_type__prompt/metrics.json,bigcode/starcoder2-7b,StarCoder2,521,0.09601634320735444,0.18042226487523993,0.18042226487523993,artifacts/predictions/remote_starcoder2_7b_e1__vul_type__prompt/predictions_multi_label.jsonl,0.06541405706332637,,,0.1932730923694779,artifacts/predictions/remote_starcoder2_7b_e1__vul_type__prompt/predictions.jsonl,0.13239339752407153,remote_starcoder2_7b_e1__vul_type__prompt,30.88066405,matrix_summary,completed,,,,artifacts/summaries/remote_starcoder2_7b_e1__vul_type__prompt/matrix_summary.json,vul_type,type,1992,,,,,
0.5582329317269076,,artifacts/checkpoints/remote_starcoder2_7b_e1__vul_type__qlora/checkpoint-3124,,46157.58611454861,,,compute_node_c,,0.4538775510204081,0.286028,0.456319,0.243279,qlora,artifacts/metrics/remote_starcoder2_7b_e1__vul_type__qlora/metrics.json,bigcode/starcoder2-7b,StarCoder2,521,0.3237997957099081,0.6084452975047985,0.6084452975047985,artifacts/predictions/remote_starcoder2_7b_e1__vul_type__qlora/predictions_test_multi_label.jsonl,0.22059846903270702,,,0.5582329317269076,artifacts/predictions/remote_starcoder2_7b_e1__vul_type__qlora/predictions_test.jsonl,0.38239339752407153,remote_starcoder2_7b_e1__vul_type__qlora,95.74645891666667,matrix_summary,completed,,,,artifacts/summaries/remote_starcoder2_7b_e1__vul_type__qlora/matrix_summary.json,vul_type,type,1992,,,,24992,3829
